dataid,devicename,sensor,sensorid,value,dbtimestamp
32581663,NDS012,Air Temperature,2,27.211033,2024-12-08 00:00:22.652672
32581664,NDS012,Humidity,3,98.80217,2024-12-08 00:00:22.652672
32581662,NDS012,CO2,1,756.0,2024-12-08 00:00:22.652672
32581653,NDS011,Air Temperature,2,27.659647,2024-12-08 00:00:22.234674
32581652,NDS011,CO2,1,494.0,2024-12-08 00:00:22.234674
32581654,NDS011,Humidity,3,89.153885,2024-12-08 00:00:22.234674
32581642,NDS006,Soil Moisture,9,67.1,2024-12-08 00:00:20.794511
32581645,NDS006,Soil pH,10,7.0,2024-12-08 00:00:20.794511
32581643,NDS006,Soil Temperature,8,28.5,2024-12-08 00:00:20.794511
32581646,NDS006,Soil Nitrogen,12,259.0,2024-12-08 00:00:20.794511
32581647,NDS006,Soil Phosphorus,13,645.0,2024-12-08 00:00:20.794511
32581644,NDS006,Soil EC,11,1427.0,2024-12-08 00:00:20.794511
32581648,NDS006,Soil Potassium,14,642.0,2024-12-08 00:00:20.794511
32581629,NDS015,Soil pH,10,5.4,2024-12-08 00:00:15.694790
32581630,NDS015,Soil Nitrogen,12,157.0,2024-12-08 00:00:15.694790
32581628,NDS015,Soil EC,11,939.0,2024-12-08 00:00:15.694790
32581627,NDS015,Soil Temperature,8,28.7,2024-12-08 00:00:15.694790
32581626,NDS015,Soil Moisture,9,35.0,2024-12-08 00:00:15.694790
32581631,NDS015,Soil Phosphorus,13,410.0,2024-12-08 00:00:15.694790
32581632,NDS015,Soil Potassium,14,405.0,2024-12-08 00:00:15.694790
32581622,NDS004,Soil pH,10,8.3,2024-12-08 00:00:14.873595
32581621,NDS004,Soil EC,11,708.0,2024-12-08 00:00:14.873595
32581624,NDS004,Soil Phosphorus,13,298.0,2024-12-08 00:00:14.873595
32581619,NDS004,Soil Moisture,9,51.7,2024-12-08 00:00:14.873595
32581623,NDS004,Soil Nitrogen,12,109.0,2024-12-08 00:00:14.873595
32581625,NDS004,Soil Potassium,14,293.0,2024-12-08 00:00:14.873595
32581620,NDS004,Soil Temperature,8,28.8,2024-12-08 00:00:14.873595
32581606,NDS016,Soil pH,10,6.5,2024-12-08 00:00:04.004390
32581607,NDS016,Soil Nitrogen,12,182.0,2024-12-08 00:00:04.004390
32581609,NDS016,Soil Potassium,14,463.0,2024-12-08 00:00:04.004390
32581608,NDS016,Soil Phosphorus,13,467.0,2024-12-08 00:00:04.004390
32581604,NDS016,Soil Temperature,8,29.3,2024-12-08 00:00:04.004390
32581603,NDS016,Soil Moisture,9,51.4,2024-12-08 00:00:04.004390
32581605,NDS016,Soil EC,11,1058.0,2024-12-08 00:00:04.004390
32339068,NDS005,Soil Temperature,8,28.5,2024-12-07 00:00:23.492863
32339072,NDS005,Soil Phosphorus,13,389.0,2024-12-07 00:00:23.492863
32339069,NDS005,Soil EC,11,896.0,2024-12-07 00:00:23.492863
32339070,NDS005,Soil pH,10,8.4,2024-12-07 00:00:23.492863
32339071,NDS005,Soil Nitrogen,12,148.0,2024-12-07 00:00:23.492863
32339067,NDS005,Soil Moisture,9,45.1,2024-12-07 00:00:23.492863
32339073,NDS005,Soil Potassium,14,384.0,2024-12-07 00:00:23.492863
32339061,NDS015,Soil Temperature,8,28.5,2024-12-07 00:00:23.402470
32339066,NDS015,Soil Potassium,14,409.0,2024-12-07 00:00:23.402470
32339060,NDS015,Soil Moisture,9,33.9,2024-12-07 00:00:23.402470
32339065,NDS015,Soil Phosphorus,13,413.0,2024-12-07 00:00:23.402470
32339063,NDS015,Soil pH,10,5.6,2024-12-07 00:00:23.402470
32339062,NDS015,Soil EC,11,947.0,2024-12-07 00:00:23.402470
32339064,NDS015,Soil Nitrogen,12,159.0,2024-12-07 00:00:23.402470
32339058,NDS006,Soil Phosphorus,13,641.0,2024-12-07 00:00:23.283162
32339055,NDS006,Soil EC,11,1418.0,2024-12-07 00:00:23.283162
32339059,NDS006,Soil Potassium,14,638.0,2024-12-07 00:00:23.283162
32339057,NDS006,Soil Nitrogen,12,257.0,2024-12-07 00:00:23.283162
32339053,NDS006,Soil Moisture,9,70.6,2024-12-07 00:00:23.283162
32339054,NDS006,Soil Temperature,8,28.4,2024-12-07 00:00:23.283162
32339056,NDS006,Soil pH,10,6.8,2024-12-07 00:00:23.283162
32339042,NDS012,Soil Nitrogen,12,57.0,2024-12-07 00:00:15.084954
32339044,NDS012,Soil Potassium,14,173.0,2024-12-07 00:00:15.084954
32339038,NDS012,Soil Moisture,9,30.9,2024-12-07 00:00:15.084954
32339041,NDS012,Soil pH,10,7.6,2024-12-07 00:00:15.084954
32339040,NDS012,Soil EC,11,462.0,2024-12-07 00:00:15.084954
32339039,NDS012,Soil Temperature,8,27.8,2024-12-07 00:00:15.084954
32339043,NDS012,Soil Phosphorus,13,180.0,2024-12-07 00:00:15.084954
32339036,NDS004,Soil Phosphorus,13,298.0,2024-12-07 00:00:14.785106
32339037,NDS004,Soil Potassium,14,292.0,2024-12-07 00:00:14.785106
32339032,NDS004,Soil Temperature,8,28.6,2024-12-07 00:00:14.785106
32339035,NDS004,Soil Nitrogen,12,109.0,2024-12-07 00:00:14.785106
32339031,NDS004,Soil Moisture,9,48.4,2024-12-07 00:00:14.785106
32339034,NDS004,Soil pH,10,8.1,2024-12-07 00:00:14.785106
32339033,NDS004,Soil EC,11,707.0,2024-12-07 00:00:14.785106
32339028,NDS012,CO2,1,695.0,2024-12-07 00:00:14.474957
32339030,NDS012,Humidity,3,99.98627,2024-12-07 00:00:14.474957
32339029,NDS012,Air Temperature,2,26.960022,2024-12-07 00:00:14.474957
32339026,NDS011,Soil Phosphorus,13,898.0,2024-12-07 00:00:11.914949
32339021,NDS011,Soil Moisture,9,93.2,2024-12-07 00:00:11.914949
32339024,NDS011,Soil pH,10,7.3,2024-12-07 00:00:11.914949
32339022,NDS011,Soil Temperature,8,28.2,2024-12-07 00:00:11.914949
32339025,NDS011,Soil Nitrogen,12,368.0,2024-12-07 00:00:11.914949
32339027,NDS011,Soil Potassium,14,897.0,2024-12-07 00:00:11.914949
32339023,NDS011,Soil EC,11,1952.0,2024-12-07 00:00:11.914949
32339018,NDS011,Air Temperature,2,27.462044,2024-12-07 00:00:11.085260
32339019,NDS011,Humidity,3,91.76776,2024-12-07 00:00:11.085260
32339017,NDS011,CO2,1,515.0,2024-12-07 00:00:11.085260
32339013,NDS016,Soil Nitrogen,12,197.0,2024-12-07 00:00:05.665162
32339012,NDS016,Soil pH,10,6.6,2024-12-07 00:00:05.665162
32339010,NDS016,Soil Temperature,8,29.2,2024-12-07 00:00:05.665162
32339015,NDS016,Soil Potassium,14,497.0,2024-12-07 00:00:05.665162
32339011,NDS016,Soil EC,11,1129.0,2024-12-07 00:00:05.665162
32339014,NDS016,Soil Phosphorus,13,501.0,2024-12-07 00:00:05.665162
32339009,NDS016,Soil Moisture,9,50.0,2024-12-07 00:00:05.665162
32103135,NDS011,Soil Moisture,9,93.6,2024-12-06 00:00:20.614723
32103141,NDS011,Soil Potassium,14,892.0,2024-12-06 00:00:20.614723
32103138,NDS011,Soil pH,10,7.2,2024-12-06 00:00:20.614723
32103136,NDS011,Soil Temperature,8,27.8,2024-12-06 00:00:20.614723
32103139,NDS011,Soil Nitrogen,12,366.0,2024-12-06 00:00:20.614723
32103140,NDS011,Soil Phosphorus,13,892.0,2024-12-06 00:00:20.614723
32103137,NDS011,Soil EC,11,1940.0,2024-12-06 00:00:20.614723
32103132,NDS011,CO2,1,526.0,2024-12-06 00:00:19.995089
32103133,NDS011,Air Temperature,2,27.11223,2024-12-06 00:00:19.995089
32103134,NDS011,Humidity,3,93.5317,2024-12-06 00:00:19.995089
32103129,NDS012,Soil Nitrogen,12,59.0,2024-12-06 00:00:19.476829
32103130,NDS012,Soil Phosphorus,13,183.0,2024-12-06 00:00:19.476829
32103127,NDS012,Soil EC,11,470.0,2024-12-06 00:00:19.476829
32103131,NDS012,Soil Potassium,14,177.0,2024-12-06 00:00:19.476829
32103125,NDS012,Soil Moisture,9,31.7,2024-12-06 00:00:19.476829
32103128,NDS012,Soil pH,10,7.3,2024-12-06 00:00:19.476829
32103126,NDS012,Soil Temperature,8,27.5,2024-12-06 00:00:19.476829
32103122,NDS012,CO2,1,1007.0,2024-12-06 00:00:18.756764
32103124,NDS012,Humidity,3,100.0,2024-12-06 00:00:18.756764
32103123,NDS012,Air Temperature,2,26.853209,2024-12-06 00:00:18.756764
32103121,NDS004,Soil Potassium,14,295.0,2024-12-06 00:00:18.274634
32103116,NDS004,Soil Temperature,8,28.2,2024-12-06 00:00:18.274634
32103118,NDS004,Soil pH,10,8.3,2024-12-06 00:00:18.274634
32103117,NDS004,Soil EC,11,714.0,2024-12-06 00:00:18.274634
32103115,NDS004,Soil Moisture,9,52.1,2024-12-06 00:00:18.274634
32103119,NDS004,Soil Nitrogen,12,110.0,2024-12-06 00:00:18.274634
32103120,NDS004,Soil Phosphorus,13,301.0,2024-12-06 00:00:18.274634
32103101,NDS005,Soil Nitrogen,12,150.0,2024-12-06 00:00:16.204944
32103099,NDS005,Soil EC,11,904.0,2024-12-06 00:00:16.204944
32103098,NDS005,Soil Temperature,8,28.1,2024-12-06 00:00:16.204944
32103102,NDS005,Soil Phosphorus,13,393.0,2024-12-06 00:00:16.204944
32103097,NDS005,Soil Moisture,9,49.3,2024-12-06 00:00:16.204944
32103103,NDS005,Soil Potassium,14,388.0,2024-12-06 00:00:16.204944
32103100,NDS005,Soil pH,10,6.5,2024-12-06 00:00:16.204944
32103094,NDS006,Soil Phosphorus,13,634.0,2024-12-06 00:00:13.954650
32103090,NDS006,Soil Temperature,8,28.0,2024-12-06 00:00:13.954650
32103093,NDS006,Soil Nitrogen,12,254.0,2024-12-06 00:00:13.954650
32103089,NDS006,Soil Moisture,9,71.3,2024-12-06 00:00:13.954650
32103095,NDS006,Soil Potassium,14,631.0,2024-12-06 00:00:13.954650
32103091,NDS006,Soil EC,11,1404.0,2024-12-06 00:00:13.954650
32103092,NDS006,Soil pH,10,6.6,2024-12-06 00:00:13.954650
32103088,NDS015,Soil Potassium,14,405.0,2024-12-06 00:00:12.336115
32103083,NDS015,Soil Temperature,8,28.1,2024-12-06 00:00:12.336115
32103087,NDS015,Soil Phosphorus,13,410.0,2024-12-06 00:00:12.336115
32103084,NDS015,Soil EC,11,939.0,2024-12-06 00:00:12.336115
32103085,NDS015,Soil pH,10,5.7,2024-12-06 00:00:12.336115
32103086,NDS015,Soil Nitrogen,12,157.0,2024-12-06 00:00:12.336115
32103082,NDS015,Soil Moisture,9,33.8,2024-12-06 00:00:12.336115
32103076,NDS016,Soil pH,10,6.6,2024-12-06 00:00:05.772834
32103077,NDS016,Soil Nitrogen,12,200.0,2024-12-06 00:00:05.772834
32103073,NDS016,Soil Moisture,9,51.7,2024-12-06 00:00:05.772834
32103079,NDS016,Soil Potassium,14,504.0,2024-12-06 00:00:05.772834
32103075,NDS016,Soil EC,11,1144.0,2024-12-06 00:00:05.772834
32103078,NDS016,Soil Phosphorus,13,508.0,2024-12-06 00:00:05.772834
32103074,NDS016,Soil Temperature,8,28.8,2024-12-06 00:00:05.772834
31867284,NDS011,Soil EC,11,1976.0,2024-12-05 00:00:29.733290
31867285,NDS011,Soil pH,10,7.2,2024-12-05 00:00:29.733290
31867286,NDS011,Soil Nitrogen,12,373.0,2024-12-05 00:00:29.733290
31867283,NDS011,Soil Temperature,8,27.5,2024-12-05 00:00:29.733290
31867288,NDS011,Soil Potassium,14,909.0,2024-12-05 00:00:29.733290
31867287,NDS011,Soil Phosphorus,13,910.0,2024-12-05 00:00:29.733290
31867282,NDS011,Soil Moisture,9,96.6,2024-12-05 00:00:29.733290
31867281,NDS011,Humidity,3,92.74586,2024-12-05 00:00:29.113143
31867279,NDS011,CO2,1,515.0,2024-12-05 00:00:29.113143
31867280,NDS011,Air Temperature,2,26.647593,2024-12-05 00:00:29.113143
31867271,NDS006,Soil EC,11,1390.0,2024-12-05 00:00:20.923103
31867274,NDS006,Soil Phosphorus,13,627.0,2024-12-05 00:00:20.923103
31867269,NDS006,Soil Moisture,9,72.0,2024-12-05 00:00:20.923103
31867275,NDS006,Soil Potassium,14,624.0,2024-12-05 00:00:20.923103
31867273,NDS006,Soil Nitrogen,12,251.0,2024-12-05 00:00:20.923103
31867272,NDS006,Soil pH,10,6.3,2024-12-05 00:00:20.923103
31867270,NDS006,Soil Temperature,8,27.6,2024-12-05 00:00:20.923103
31867267,NDS004,Soil Phosphorus,13,304.0,2024-12-05 00:00:20.713356
31867262,NDS004,Soil Moisture,9,55.2,2024-12-05 00:00:20.713356
31867265,NDS004,Soil pH,10,8.2,2024-12-05 00:00:20.713356
31867263,NDS004,Soil Temperature,8,27.8,2024-12-05 00:00:20.713356
31867264,NDS004,Soil EC,11,720.0,2024-12-05 00:00:20.713356
31867268,NDS004,Soil Potassium,14,298.0,2024-12-05 00:00:20.713356
31867266,NDS004,Soil Nitrogen,12,111.0,2024-12-05 00:00:20.713356
31867257,NDS015,Soil pH,10,5.9,2024-12-05 00:00:19.692941
31867260,NDS015,Soil Potassium,14,408.0,2024-12-05 00:00:19.692941
31867259,NDS015,Soil Phosphorus,13,413.0,2024-12-05 00:00:19.692941
31867254,NDS015,Soil Moisture,9,33.7,2024-12-05 00:00:19.692941
31867255,NDS015,Soil Temperature,8,27.7,2024-12-05 00:00:19.692941
31867256,NDS015,Soil EC,11,946.0,2024-12-05 00:00:19.692941
31867258,NDS015,Soil Nitrogen,12,159.0,2024-12-05 00:00:19.692941
31867251,NDS005,Soil Nitrogen,12,151.0,2024-12-05 00:00:19.538247
31867252,NDS005,Soil Phosphorus,13,397.0,2024-12-05 00:00:19.538247
31867250,NDS005,Soil pH,10,8.5,2024-12-05 00:00:19.538247
31867248,NDS005,Soil Temperature,8,27.7,2024-12-05 00:00:19.538247
31867253,NDS005,Soil Potassium,14,392.0,2024-12-05 00:00:19.538247
31867249,NDS005,Soil EC,11,912.0,2024-12-05 00:00:19.538247
31867247,NDS005,Soil Moisture,9,46.0,2024-12-05 00:00:19.538247
31867237,NDS016,Soil Nitrogen,12,214.0,2024-12-05 00:00:13.863395
31867234,NDS016,Soil Temperature,8,28.4,2024-12-05 00:00:13.863395
31867235,NDS016,Soil EC,11,1212.0,2024-12-05 00:00:13.863395
31867236,NDS016,Soil pH,10,6.0,2024-12-05 00:00:13.863395
31867238,NDS016,Soil Phosphorus,13,541.0,2024-12-05 00:00:13.863395
31867233,NDS016,Soil Moisture,9,63.8,2024-12-05 00:00:13.863395
31867239,NDS016,Soil Potassium,14,538.0,2024-12-05 00:00:13.863395
31867219,NDS012,Soil pH,10,6.8,2024-12-05 00:00:05.573014
31867222,NDS012,Soil Potassium,14,178.0,2024-12-05 00:00:05.573014
31867220,NDS012,Soil Nitrogen,12,60.0,2024-12-05 00:00:05.573014
31867216,NDS012,Soil Moisture,9,34.3,2024-12-05 00:00:05.573014
31867218,NDS012,Soil EC,11,473.0,2024-12-05 00:00:05.573014
31867221,NDS012,Soil Phosphorus,13,185.0,2024-12-05 00:00:05.573014
31867217,NDS012,Soil Temperature,8,27.1,2024-12-05 00:00:05.573014
31867207,NDS012,Air Temperature,2,26.399252,2024-12-05 00:00:04.963530
31867206,NDS012,CO2,1,1052.0,2024-12-05 00:00:04.963530
31867208,NDS012,Humidity,3,100.0,2024-12-05 00:00:04.963530
31627741,NDS012,Soil Temperature,8,27.0,2024-12-04 00:00:31.210463
31627746,NDS012,Soil Potassium,14,184.0,2024-12-04 00:00:31.210463
31627743,NDS012,Soil pH,10,6.8,2024-12-04 00:00:31.210463
31627744,NDS012,Soil Nitrogen,12,62.0,2024-12-04 00:00:31.210463
31627740,NDS012,Soil Moisture,9,31.7,2024-12-04 00:00:31.210463
31627745,NDS012,Soil Phosphorus,13,190.0,2024-12-04 00:00:31.210463
31627742,NDS012,Soil EC,11,484.0,2024-12-04 00:00:31.210463
31627731,NDS012,Air Temperature,2,26.30045,2024-12-04 00:00:30.608768
31627732,NDS012,Humidity,3,100.0,2024-12-04 00:00:30.608768
31627730,NDS012,CO2,1,1107.0,2024-12-04 00:00:30.608768
31627720,NDS004,Soil EC,11,721.0,2024-12-04 00:00:27.830457
31627718,NDS004,Soil Moisture,9,52.4,2024-12-04 00:00:27.830457
31627724,NDS004,Soil Potassium,14,299.0,2024-12-04 00:00:27.830457
31627721,NDS004,Soil pH,10,8.2,2024-12-04 00:00:27.830457
31627723,NDS004,Soil Phosphorus,13,304.0,2024-12-04 00:00:27.830457
31627719,NDS004,Soil Temperature,8,27.7,2024-12-04 00:00:27.830457
31627722,NDS004,Soil Nitrogen,12,112.0,2024-12-04 00:00:27.830457
31627715,NDS011,Soil Nitrogen,12,376.0,2024-12-04 00:00:25.890290
31627713,NDS011,Soil EC,11,1988.0,2024-12-04 00:00:25.890290
31627712,NDS011,Soil Temperature,8,27.4,2024-12-04 00:00:25.890290
31627714,NDS011,Soil pH,10,7.3,2024-12-04 00:00:25.890290
31627716,NDS011,Soil Phosphorus,13,916.0,2024-12-04 00:00:25.890290
31627717,NDS011,Soil Potassium,14,915.0,2024-12-04 00:00:25.890290
31627711,NDS011,Soil Moisture,9,92.5,2024-12-04 00:00:25.890290
31627710,NDS011,Humidity,3,97.32815,2024-12-04 00:00:25.170363
31627708,NDS011,CO2,1,559.0,2024-12-04 00:00:25.170363
31627709,NDS011,Air Temperature,2,26.508736,2024-12-04 00:00:25.170363
31627701,NDS006,Soil Temperature,8,27.4,2024-12-04 00:00:23.730285
31627706,NDS006,Soil Potassium,14,613.0,2024-12-04 00:00:23.730285
31627705,NDS006,Soil Phosphorus,13,616.0,2024-12-04 00:00:23.730285
31627704,NDS006,Soil Nitrogen,12,246.0,2024-12-04 00:00:23.730285
31627700,NDS006,Soil Moisture,9,67.9,2024-12-04 00:00:23.730285
31627702,NDS006,Soil EC,11,1367.0,2024-12-04 00:00:23.730285
31627703,NDS006,Soil pH,10,6.1,2024-12-04 00:00:23.730285
31627699,NDS016,Soil Potassium,14,568.0,2024-12-04 00:00:23.338569
31627694,NDS016,Soil Temperature,8,28.2,2024-12-04 00:00:23.338569
31627696,NDS016,Soil pH,10,5.6,2024-12-04 00:00:23.338569
31627698,NDS016,Soil Phosphorus,13,572.0,2024-12-04 00:00:23.338569
31627693,NDS016,Soil Moisture,9,62.3,2024-12-04 00:00:23.338569
31627695,NDS016,Soil EC,11,1275.0,2024-12-04 00:00:23.338569
31627697,NDS016,Soil Nitrogen,12,227.0,2024-12-04 00:00:23.338569
31627673,NDS005,Soil pH,10,8.4,2024-12-04 00:00:15.440303
31627675,NDS005,Soil Phosphorus,13,403.0,2024-12-04 00:00:15.440303
31627670,NDS005,Soil Moisture,9,46.4,2024-12-04 00:00:15.440303
31627672,NDS005,Soil EC,11,926.0,2024-12-04 00:00:15.440303
31627671,NDS005,Soil Temperature,8,27.5,2024-12-04 00:00:15.440303
31627674,NDS005,Soil Nitrogen,12,154.0,2024-12-04 00:00:15.440303
31627676,NDS005,Soil Potassium,14,399.0,2024-12-04 00:00:15.440303
31627665,NDS015,Soil Nitrogen,12,151.0,2024-12-04 00:00:09.917940
31627664,NDS015,Soil pH,10,5.9,2024-12-04 00:00:09.917940
31627661,NDS015,Soil Moisture,9,36.1,2024-12-04 00:00:09.917940
31627662,NDS015,Soil Temperature,8,27.6,2024-12-04 00:00:09.917940
31627667,NDS015,Soil Potassium,14,391.0,2024-12-04 00:00:09.917940
31627666,NDS015,Soil Phosphorus,13,396.0,2024-12-04 00:00:09.917940
31627663,NDS015,Soil EC,11,911.0,2024-12-04 00:00:09.917940
31381906,NDS015,Soil Phosphorus,13,373.0,2024-12-03 00:00:20.732817
31381905,NDS015,Soil Nitrogen,12,141.0,2024-12-03 00:00:20.732817
31381907,NDS015,Soil Potassium,14,368.0,2024-12-03 00:00:20.732817
31381902,NDS015,Soil Temperature,8,27.6,2024-12-03 00:00:20.732817
31381904,NDS015,Soil pH,10,6.1,2024-12-03 00:00:20.732817
31381903,NDS015,Soil EC,11,864.0,2024-12-03 00:00:20.732817
31381901,NDS015,Soil Moisture,9,34.9,2024-12-03 00:00:20.732817
31381892,NDS004,Soil Moisture,9,54.3,2024-12-03 00:00:14.985153
31381893,NDS004,Soil Temperature,8,27.8,2024-12-03 00:00:14.985153
31381895,NDS004,Soil pH,10,8.2,2024-12-03 00:00:14.985153
31381896,NDS004,Soil Nitrogen,12,119.0,2024-12-03 00:00:14.985153
31381898,NDS004,Soil Potassium,14,316.0,2024-12-03 00:00:14.985153
31381897,NDS004,Soil Phosphorus,13,322.0,2024-12-03 00:00:14.985153
31381894,NDS004,Soil EC,11,757.0,2024-12-03 00:00:14.985153
31381886,NDS012,Soil EC,11,501.0,2024-12-03 00:00:10.693129
31381887,NDS012,Soil pH,10,7.4,2024-12-03 00:00:10.693129
31381888,NDS012,Soil Nitrogen,12,66.0,2024-12-03 00:00:10.693129
31381884,NDS012,Soil Moisture,9,31.7,2024-12-03 00:00:10.693129
31381885,NDS012,Soil Temperature,8,27.1,2024-12-03 00:00:10.693129
31381890,NDS012,Soil Potassium,14,192.0,2024-12-03 00:00:10.693129
31381889,NDS012,Soil Phosphorus,13,198.0,2024-12-03 00:00:10.693129
31381877,NDS016,Soil Moisture,9,55.7,2024-12-03 00:00:10.485273
31381878,NDS016,Soil Temperature,8,28.2,2024-12-03 00:00:10.485273
31381879,NDS016,Soil EC,11,1245.0,2024-12-03 00:00:10.485273
31381881,NDS016,Soil Nitrogen,12,221.0,2024-12-03 00:00:10.485273
31381883,NDS016,Soil Potassium,14,554.0,2024-12-03 00:00:10.485273
31381882,NDS016,Soil Phosphorus,13,557.0,2024-12-03 00:00:10.485273
31381880,NDS016,Soil pH,10,6.1,2024-12-03 00:00:10.485273
31381874,NDS012,Air Temperature,2,26.185625,2024-12-03 00:00:10.084153
31381873,NDS012,CO2,1,1119.0,2024-12-03 00:00:10.084153
31381875,NDS012,Humidity,3,100.0,2024-12-03 00:00:10.084153
31381863,NDS005,Soil Nitrogen,12,153.0,2024-12-03 00:00:09.481035
31381861,NDS005,Soil EC,11,920.0,2024-12-03 00:00:09.481035
31381862,NDS005,Soil pH,10,8.2,2024-12-03 00:00:09.481035
31381860,NDS005,Soil Temperature,8,27.5,2024-12-03 00:00:09.481035
31381864,NDS005,Soil Phosphorus,13,400.0,2024-12-03 00:00:09.481035
31381865,NDS005,Soil Potassium,14,396.0,2024-12-03 00:00:09.481035
31381859,NDS005,Soil Moisture,9,44.3,2024-12-03 00:00:09.481035
31381856,NDS011,Soil Nitrogen,12,383.0,2024-12-03 00:00:09.455283
31381858,NDS011,Soil Potassium,14,932.0,2024-12-03 00:00:09.455283
31381853,NDS011,Soil Temperature,8,27.5,2024-12-03 00:00:09.455283
31381857,NDS011,Soil Phosphorus,13,932.0,2024-12-03 00:00:09.455283
31381852,NDS011,Soil Moisture,9,92.4,2024-12-03 00:00:09.455283
31381855,NDS011,Soil pH,10,7.6,2024-12-03 00:00:09.455283
31381854,NDS011,Soil EC,11,2023.0,2024-12-03 00:00:09.455283
31381842,NDS006,Soil Nitrogen,12,251.0,2024-12-03 00:00:09.059954
31381841,NDS006,Soil pH,10,5.9,2024-12-03 00:00:09.059954
31381838,NDS006,Soil Moisture,9,70.3,2024-12-03 00:00:09.059954
31381844,NDS006,Soil Potassium,14,623.0,2024-12-03 00:00:09.059954
31381843,NDS006,Soil Phosphorus,13,626.0,2024-12-03 00:00:09.059954
31381840,NDS006,Soil EC,11,1387.0,2024-12-03 00:00:09.059954
31381839,NDS006,Soil Temperature,8,27.4,2024-12-03 00:00:09.059954
31381836,NDS011,Air Temperature,2,26.444649,2024-12-03 00:00:08.755131
31381835,NDS011,CO2,1,593.0,2024-12-03 00:00:08.755131
31381837,NDS011,Humidity,3,95.10948,2024-12-03 00:00:08.755131
31136206,NDS016,Soil Phosphorus,13,560.0,2024-12-02 00:00:28.300106
31136205,NDS016,Soil Nitrogen,12,222.0,2024-12-02 00:00:28.300106
31136203,NDS016,Soil EC,11,1251.0,2024-12-02 00:00:28.300106
31136207,NDS016,Soil Potassium,14,557.0,2024-12-02 00:00:28.300106
31136201,NDS016,Soil Moisture,9,56.2,2024-12-02 00:00:28.300106
31136204,NDS016,Soil pH,10,6.3,2024-12-02 00:00:28.300106
31136202,NDS016,Soil Temperature,8,28.8,2024-12-02 00:00:28.300106
31136188,NDS006,Soil Potassium,14,655.0,2024-12-02 00:00:24.948027
31136187,NDS006,Soil Phosphorus,13,658.0,2024-12-02 00:00:24.948027
31136184,NDS006,Soil EC,11,1453.0,2024-12-02 00:00:24.948027
31136185,NDS006,Soil pH,10,5.7,2024-12-02 00:00:24.948027
31136182,NDS006,Soil Moisture,9,70.6,2024-12-02 00:00:24.948027
31136183,NDS006,Soil Temperature,8,27.9,2024-12-02 00:00:24.948027
31136186,NDS006,Soil Nitrogen,12,264.0,2024-12-02 00:00:24.948027
31136176,NDS015,Soil Temperature,8,28.1,2024-12-02 00:00:24.218222
31136180,NDS015,Soil Phosphorus,13,379.0,2024-12-02 00:00:24.218222
31136178,NDS015,Soil pH,10,6.3,2024-12-02 00:00:24.218222
31136175,NDS015,Soil Moisture,9,31.6,2024-12-02 00:00:24.218222
31136181,NDS015,Soil Potassium,14,374.0,2024-12-02 00:00:24.218222
31136179,NDS015,Soil Nitrogen,12,144.0,2024-12-02 00:00:24.218222
31136177,NDS015,Soil EC,11,875.0,2024-12-02 00:00:24.218222
31136169,NDS012,Soil EC,11,523.0,2024-12-02 00:00:20.737878
31136172,NDS012,Soil Phosphorus,13,209.0,2024-12-02 00:00:20.737878
31136168,NDS012,Soil Temperature,8,27.5,2024-12-02 00:00:20.737878
31136170,NDS012,Soil pH,10,6.6,2024-12-02 00:00:20.737878
31136167,NDS012,Soil Moisture,9,30.4,2024-12-02 00:00:20.737878
31136173,NDS012,Soil Potassium,14,203.0,2024-12-02 00:00:20.737878
31136171,NDS012,Soil Nitrogen,12,70.0,2024-12-02 00:00:20.737878
31136164,NDS012,CO2,1,1172.0,2024-12-02 00:00:20.118001
31136165,NDS012,Air Temperature,2,26.482033,2024-12-02 00:00:20.118001
31136166,NDS012,Humidity,3,100.0,2024-12-02 00:00:20.118001
31136152,NDS011,Soil Moisture,9,94.4,2024-12-02 00:00:14.579609
31136154,NDS011,Soil EC,11,2004.0,2024-12-02 00:00:14.579609
31136155,NDS011,Soil pH,10,7.6,2024-12-02 00:00:14.579609
31136157,NDS011,Soil Phosphorus,13,923.0,2024-12-02 00:00:14.579609
31136153,NDS011,Soil Temperature,8,27.9,2024-12-02 00:00:14.579609
31136156,NDS011,Soil Nitrogen,12,379.0,2024-12-02 00:00:14.579609
31136158,NDS011,Soil Potassium,14,923.0,2024-12-02 00:00:14.579609
31136149,NDS011,Air Temperature,2,26.837187,2024-12-02 00:00:13.970009
31136148,NDS011,CO2,1,569.0,2024-12-02 00:00:13.970009
31136150,NDS011,Humidity,3,91.76929,2024-12-02 00:00:13.970009
31136136,NDS004,Soil Moisture,9,59.0,2024-12-02 00:00:04.259320
31136141,NDS004,Soil Phosphorus,13,336.0,2024-12-02 00:00:04.259320
31136140,NDS004,Soil Nitrogen,12,125.0,2024-12-02 00:00:04.259320
31136142,NDS004,Soil Potassium,14,331.0,2024-12-02 00:00:04.259320
31136139,NDS004,Soil pH,10,8.2,2024-12-02 00:00:04.259320
31136137,NDS004,Soil Temperature,8,28.3,2024-12-02 00:00:04.259320
31136138,NDS004,Soil EC,11,787.0,2024-12-02 00:00:04.259320
31136130,NDS005,Soil Potassium,14,406.0,2024-12-02 00:00:00.349577
31136129,NDS005,Soil Phosphorus,13,411.0,2024-12-02 00:00:00.349577
