dataid,devicename,sensor,sensorid,value,dbtimestamp
60200518,NDS011,Soil Phosphorus,13,611.0,2025-03-02 00:00:03.498835
60200516,NDS011,Soil pH,10,6.1,2025-03-02 00:00:03.498835
60200514,NDS011,Soil Temperature,8,26.9,2025-03-02 00:00:03.498835
60200519,NDS011,Soil Potassium,14,608.0,2025-03-02 00:00:03.498835
60200513,NDS011,Soil Moisture,9,46.4,2025-03-02 00:00:03.498835
60200515,NDS011,Soil EC,11,1356.0,2025-03-02 00:00:03.498835
60200517,NDS011,Soil Nitrogen,12,244.0,2025-03-02 00:00:03.498835
60200500,NDS016,Soil Phosphorus,13,797.0,2025-03-02 00:00:01.756093
60200495,NDS016,Soil Moisture,9,69.9,2025-03-02 00:00:01.756093
60200496,NDS016,Soil Temperature,8,27.0,2025-03-02 00:00:01.756093
60200497,NDS016,Soil EC,11,1743.0,2025-03-02 00:00:01.756093
60200498,NDS016,Soil pH,10,5.8,2025-03-02 00:00:01.756093
60200499,NDS016,Soil Nitrogen,12,325.0,2025-03-02 00:00:01.756093
60200501,NDS016,Soil Potassium,14,796.0,2025-03-02 00:00:01.756093
60200492,NDS012,Air Temperature,2,26.639582,2025-03-02 00:00:00.934284
60200493,NDS012,Humidity,3,100.0,2025-03-02 00:00:00.934284
60200491,NDS012,CO2,1,611.0,2025-03-02 00:00:00.934284
60200481,NDS011,Air Temperature,2,26.612879,2025-03-02 00:00:00.315202
60200482,NDS011,Humidity,3,98.64042,2025-03-02 00:00:00.315202
60200480,NDS011,CO2,1,410.0,2025-03-02 00:00:00.315202
59356761,NDS004,Soil Temperature,8,27.2,2025-03-01 00:01:09.524478
59356762,NDS004,Soil EC,11,1617.0,2025-03-01 00:01:09.524478
59356760,NDS004,Soil Moisture,9,59.9,2025-03-01 00:01:09.524478
59356763,NDS004,Soil pH,10,8.4,2025-03-01 00:01:09.524478
59356766,NDS004,Soil Potassium,14,734.0,2025-03-01 00:01:09.524478
59356765,NDS004,Soil Phosphorus,13,737.0,2025-03-01 00:01:09.524478
59356764,NDS004,Soil Nitrogen,12,299.0,2025-03-01 00:01:09.524478
59356722,NDS015,Soil Nitrogen,12,33345.0,2025-03-01 00:01:05.848428
59356724,NDS015,Soil Potassium,14,65535.0,2025-03-01 00:01:05.848428
59356720,NDS015,Soil EC,11,1412.0,2025-03-01 00:01:05.848428
59356719,NDS015,Soil Temperature,8,27.8,2025-03-01 00:01:05.848428
59356721,NDS015,Soil pH,10,4.4,2025-03-01 00:01:05.848428
59356723,NDS015,Soil Phosphorus,13,65535.0,2025-03-01 00:01:05.848428
59356718,NDS015,Soil Moisture,9,38.9,2025-03-01 00:01:05.848428
59356668,NDS006,Soil pH,10,4.5,2025-03-01 00:01:00.294908
59356666,NDS006,Soil Temperature,8,27.0,2025-03-01 00:01:00.294908
59356667,NDS006,Soil EC,11,1415.0,2025-03-01 00:01:00.294908
59356665,NDS006,Soil Moisture,9,44.9,2025-03-01 00:01:00.294908
59356669,NDS006,Soil Nitrogen,12,37755.0,2025-03-01 00:01:00.294908
59356671,NDS006,Soil Potassium,14,65535.0,2025-03-01 00:01:00.294908
59356670,NDS006,Soil Phosphorus,13,65535.0,2025-03-01 00:01:00.294908
59356607,NDS005,Soil Phosphorus,13,830.0,2025-03-01 00:00:54.780406
59356605,NDS005,Soil pH,10,7.3,2025-03-01 00:00:54.780406
59356602,NDS005,Soil Moisture,9,86.6,2025-03-01 00:00:54.780406
59356604,NDS005,Soil EC,11,1811.0,2025-03-01 00:00:54.780406
59356606,NDS005,Soil Nitrogen,12,339.0,2025-03-01 00:00:54.780406
59356603,NDS005,Soil Temperature,8,27.2,2025-03-01 00:00:54.780406
59356608,NDS005,Soil Potassium,14,829.0,2025-03-01 00:00:54.780406
59356257,NDS016,Soil EC,11,1743.0,2025-03-01 00:00:22.122362
59356258,NDS016,Soil pH,10,4.0,2025-03-01 00:00:22.122362
59356255,NDS016,Soil Moisture,9,81.9,2025-03-01 00:00:22.122362
59356260,NDS016,Soil Phosphorus,13,797.0,2025-03-01 00:00:22.122362
59356256,NDS016,Soil Temperature,8,27.1,2025-03-01 00:00:22.122362
59356261,NDS016,Soil Potassium,14,796.0,2025-03-01 00:00:22.122362
59356259,NDS016,Soil Nitrogen,12,325.0,2025-03-01 00:00:22.122362
59356105,NDS012,Soil Potassium,14,346.0,2025-03-01 00:00:03.905481
59356103,NDS012,Soil Nitrogen,12,132.0,2025-03-01 00:00:03.905481
59356100,NDS012,Soil Temperature,8,27.7,2025-03-01 00:00:03.905481
59356099,NDS012,Soil Moisture,9,35.6,2025-03-01 00:00:03.905481
59356101,NDS012,Soil EC,11,819.0,2025-03-01 00:00:03.905481
59356102,NDS012,Soil pH,10,8.3,2025-03-01 00:00:03.905481
59356104,NDS012,Soil Phosphorus,13,352.0,2025-03-01 00:00:03.905481
59356089,NDS011,CO2,1,403.0,2025-03-01 00:00:03.759380
59356090,NDS011,Air Temperature,2,26.767757,2025-03-01 00:00:03.759380
59356091,NDS011,Humidity,3,99.3225,2025-03-01 00:00:03.759380
59356080,NDS011,Soil Phosphorus,13,587.0,2025-03-01 00:00:02.262916
59356081,NDS011,Soil Potassium,14,584.0,2025-03-01 00:00:02.262916
59356079,NDS011,Soil Nitrogen,12,234.0,2025-03-01 00:00:02.262916
59356077,NDS011,Soil EC,11,1307.0,2025-03-01 00:00:02.262916
59356075,NDS011,Soil Moisture,9,47.2,2025-03-01 00:00:02.262916
59356078,NDS011,Soil pH,10,6.2,2025-03-01 00:00:02.262916
59356076,NDS011,Soil Temperature,8,27.0,2025-03-01 00:00:02.262916
59356069,NDS012,CO2,1,767.0,2025-03-01 00:00:00.804191
59356070,NDS012,Air Temperature,2,26.86656,2025-03-01 00:00:00.804191
59356071,NDS012,Humidity,3,100.0,2025-03-01 00:00:00.804191
58534280,NDS005,Soil Nitrogen,12,332.0,2025-02-28 00:01:13.730476
58534279,NDS005,Soil pH,10,5.3,2025-02-28 00:01:13.730476
58534278,NDS005,Soil EC,11,1778.0,2025-02-28 00:01:13.730476
58534281,NDS005,Soil Phosphorus,13,814.0,2025-02-28 00:01:13.730476
58534277,NDS005,Soil Temperature,8,27.1,2025-02-28 00:01:13.730476
58534282,NDS005,Soil Potassium,14,813.0,2025-02-28 00:01:13.730476
58534276,NDS005,Soil Moisture,9,78.1,2025-02-28 00:01:13.730476
58533844,NDS016,Soil Moisture,9,65.3,2025-02-28 00:00:29.597403
58533845,NDS016,Soil Temperature,8,27.0,2025-02-28 00:00:29.597403
58533848,NDS016,Soil Nitrogen,12,324.0,2025-02-28 00:00:29.597403
58533846,NDS016,Soil EC,11,1740.0,2025-02-28 00:00:29.597403
58533849,NDS016,Soil Phosphorus,13,796.0,2025-02-28 00:00:29.597403
58533850,NDS016,Soil Potassium,14,794.0,2025-02-28 00:00:29.597403
58533847,NDS016,Soil pH,10,6.3,2025-02-28 00:00:29.597403
58533638,NDS004,Soil Potassium,14,733.0,2025-02-28 00:00:09.844654
58533633,NDS004,Soil Temperature,8,27.1,2025-02-28 00:00:09.844654
58533637,NDS004,Soil Phosphorus,13,735.0,2025-02-28 00:00:09.844654
58533634,NDS004,Soil EC,11,1614.0,2025-02-28 00:00:09.844654
58533636,NDS004,Soil Nitrogen,12,298.0,2025-02-28 00:00:09.844654
58533635,NDS004,Soil pH,10,8.3,2025-02-28 00:00:09.844654
58533632,NDS004,Soil Moisture,9,61.0,2025-02-28 00:00:09.844654
58533595,NDS012,Air Temperature,2,26.906614,2025-02-28 00:00:06.569949
58533596,NDS012,Humidity,3,100.0,2025-02-28 00:00:06.569949
58533594,NDS012,CO2,1,843.0,2025-02-28 00:00:06.569949
58533590,NDS015,Soil pH,10,4.4,2025-02-28 00:00:06.262476
58533591,NDS015,Soil Nitrogen,12,20033.0,2025-02-28 00:00:06.262476
58533589,NDS015,Soil EC,11,1409.0,2025-02-28 00:00:06.262476
58533587,NDS015,Soil Moisture,9,41.3,2025-02-28 00:00:06.262476
58533593,NDS015,Soil Potassium,14,65535.0,2025-02-28 00:00:06.262476
58533592,NDS015,Soil Phosphorus,13,65535.0,2025-02-28 00:00:06.262476
58533588,NDS015,Soil Temperature,8,27.7,2025-02-28 00:00:06.262476
58533570,NDS011,Humidity,3,99.30572,2025-02-28 00:00:04.507033
58533568,NDS011,CO2,1,439.0,2025-02-28 00:00:04.507033
58533569,NDS011,Air Temperature,2,26.711681,2025-02-28 00:00:04.507033
58533559,NDS011,Soil Temperature,8,26.9,2025-02-28 00:00:02.983674
58533562,NDS011,Soil Nitrogen,12,221.0,2025-02-28 00:00:02.983674
58533560,NDS011,Soil EC,11,1246.0,2025-02-28 00:00:02.983674
58533558,NDS011,Soil Moisture,9,41.5,2025-02-28 00:00:02.983674
58533561,NDS011,Soil pH,10,6.2,2025-02-28 00:00:02.983674
58533564,NDS011,Soil Potassium,14,554.0,2025-02-28 00:00:02.983674
58533563,NDS011,Soil Phosphorus,13,558.0,2025-02-28 00:00:02.983674
58533541,NDS006,Soil Temperature,8,26.9,2025-02-28 00:00:00.731121
58533542,NDS006,Soil EC,11,1407.0,2025-02-28 00:00:00.731121
58533545,NDS006,Soil Phosphorus,13,65535.0,2025-02-28 00:00:00.731121
58533540,NDS006,Soil Moisture,9,48.4,2025-02-28 00:00:00.731121
58533544,NDS006,Soil Nitrogen,12,25161.0,2025-02-28 00:00:00.731121
58533543,NDS006,Soil pH,10,4.6,2025-02-28 00:00:00.731121
58533546,NDS006,Soil Potassium,14,65535.0,2025-02-28 00:00:00.731121
58533526,NDS012,Soil Nitrogen,12,131.0,2025-02-28 00:00:00.451345
58533523,NDS012,Soil Temperature,8,27.6,2025-02-28 00:00:00.451345
58533525,NDS012,Soil pH,10,8.3,2025-02-28 00:00:00.451345
58533528,NDS012,Soil Potassium,14,343.0,2025-02-28 00:00:00.451345
58533522,NDS012,Soil Moisture,9,33.9,2025-02-28 00:00:00.451345
58533527,NDS012,Soil Phosphorus,13,348.0,2025-02-28 00:00:00.451345
58533524,NDS012,Soil EC,11,812.0,2025-02-28 00:00:00.451345
57672109,NDS004,Soil EC,11,1598.0,2025-02-27 00:00:52.647925
57672107,NDS004,Soil Moisture,9,59.9,2025-02-27 00:00:52.647925
57672111,NDS004,Soil Nitrogen,12,295.0,2025-02-27 00:00:52.647925
57672112,NDS004,Soil Phosphorus,13,727.0,2025-02-27 00:00:52.647925
57672110,NDS004,Soil pH,10,8.2,2025-02-27 00:00:52.647925
57672108,NDS004,Soil Temperature,8,26.6,2025-02-27 00:00:52.647925
57672113,NDS004,Soil Potassium,14,725.0,2025-02-27 00:00:52.647925
57672070,NDS015,Soil EC,11,1400.0,2025-02-27 00:00:48.977764
57672068,NDS015,Soil Moisture,9,39.3,2025-02-27 00:00:48.977764
57672073,NDS015,Soil Phosphorus,13,65535.0,2025-02-27 00:00:48.977764
57672071,NDS015,Soil pH,10,3.6,2025-02-27 00:00:48.977764
57672069,NDS015,Soil Temperature,8,27.3,2025-02-27 00:00:48.977764
57672074,NDS015,Soil Potassium,14,65535.0,2025-02-27 00:00:48.977764
57672072,NDS015,Soil Nitrogen,12,14967.0,2025-02-27 00:00:48.977764
57672011,NDS006,Soil pH,10,4.5,2025-02-27 00:00:43.340626
57672013,NDS006,Soil Phosphorus,13,65535.0,2025-02-27 00:00:43.340626
57672014,NDS006,Soil Potassium,14,65535.0,2025-02-27 00:00:43.340626
57672010,NDS006,Soil EC,11,1375.0,2025-02-27 00:00:43.340626
57672008,NDS006,Soil Moisture,9,49.5,2025-02-27 00:00:43.340626
57672012,NDS006,Soil Nitrogen,12,11394.0,2025-02-27 00:00:43.340626
57672009,NDS006,Soil Temperature,8,26.6,2025-02-27 00:00:43.340626
57671959,NDS005,Soil Temperature,8,26.7,2025-02-27 00:00:37.759946
57671961,NDS005,Soil pH,10,6.5,2025-02-27 00:00:37.759946
57671963,NDS005,Soil Phosphorus,13,803.0,2025-02-27 00:00:37.759946
57671962,NDS005,Soil Nitrogen,12,327.0,2025-02-27 00:00:37.759946
57671960,NDS005,Soil EC,11,1754.0,2025-02-27 00:00:37.759946
57671964,NDS005,Soil Potassium,14,801.0,2025-02-27 00:00:37.759946
57671958,NDS005,Soil Moisture,9,85.0,2025-02-27 00:00:37.759946
57671618,NDS012,Humidity,3,100.0,2025-02-27 00:00:04.231119
57671617,NDS012,Air Temperature,2,26.45266,2025-02-27 00:00:04.231119
57671616,NDS012,CO2,1,822.0,2025-02-27 00:00:04.231119
57671607,NDS011,Air Temperature,2,26.367208,2025-02-27 00:00:03.810681
57671608,NDS011,Humidity,3,99.49645,2025-02-27 00:00:03.810681
57671606,NDS011,CO2,1,419.0,2025-02-27 00:00:03.810681
57671603,NDS012,Soil Nitrogen,12,128.0,2025-02-27 00:00:02.781095
57671602,NDS012,Soil pH,10,8.4,2025-02-27 00:00:02.781095
57671604,NDS012,Soil Phosphorus,13,343.0,2025-02-27 00:00:02.781095
57671605,NDS012,Soil Potassium,14,337.0,2025-02-27 00:00:02.781095
57671600,NDS012,Soil Temperature,8,27.2,2025-02-27 00:00:02.781095
57671601,NDS012,Soil EC,11,800.0,2025-02-27 00:00:02.781095
57671599,NDS012,Soil Moisture,9,35.6,2025-02-27 00:00:02.781095
57671594,NDS016,Soil EC,11,1758.0,2025-02-27 00:00:02.365069
57671593,NDS016,Soil Temperature,8,26.7,2025-02-27 00:00:02.365069
57671598,NDS016,Soil Potassium,14,803.0,2025-02-27 00:00:02.365069
57671595,NDS016,Soil pH,10,4.8,2025-02-27 00:00:02.365069
57671592,NDS016,Soil Moisture,9,66.4,2025-02-27 00:00:02.365069
57671597,NDS016,Soil Phosphorus,13,805.0,2025-02-27 00:00:02.365069
57671596,NDS016,Soil Nitrogen,12,328.0,2025-02-27 00:00:02.365069
57671587,NDS011,Soil EC,11,1275.0,2025-02-27 00:00:02.357013
57671589,NDS011,Soil Nitrogen,12,227.0,2025-02-27 00:00:02.357013
57671586,NDS011,Soil Temperature,8,26.6,2025-02-27 00:00:02.357013
57671591,NDS011,Soil Potassium,14,568.0,2025-02-27 00:00:02.357013
57671588,NDS011,Soil pH,10,6.3,2025-02-27 00:00:02.357013
57671585,NDS011,Soil Moisture,9,43.0,2025-02-27 00:00:02.357013
57671590,NDS011,Soil Phosphorus,13,572.0,2025-02-27 00:00:02.357013
56833888,NDS004,Soil Nitrogen,12,298.0,2025-02-26 00:00:38.986147
56833890,NDS004,Soil Potassium,14,733.0,2025-02-26 00:00:38.986147
56833885,NDS004,Soil Temperature,8,26.8,2025-02-26 00:00:38.986147
56833884,NDS004,Soil Moisture,9,59.9,2025-02-26 00:00:38.986147
56833889,NDS004,Soil Phosphorus,13,735.0,2025-02-26 00:00:38.986147
56833887,NDS004,Soil pH,10,8.0,2025-02-26 00:00:38.986147
56833886,NDS004,Soil EC,11,1614.0,2025-02-26 00:00:38.986147
56833852,NDS015,Soil pH,10,4.7,2025-02-26 00:00:35.398166
56833855,NDS015,Soil Potassium,14,65535.0,2025-02-26 00:00:35.398166
56833851,NDS015,Soil EC,11,1415.0,2025-02-26 00:00:35.398166
56833850,NDS015,Soil Temperature,8,27.4,2025-02-26 00:00:35.398166
56833849,NDS015,Soil Moisture,9,41.6,2025-02-26 00:00:35.398166
56833854,NDS015,Soil Phosphorus,13,65535.0,2025-02-26 00:00:35.398166
56833853,NDS015,Soil Nitrogen,12,46914.0,2025-02-26 00:00:35.398166
56833790,NDS006,Soil Nitrogen,12,33677.0,2025-02-26 00:00:29.888163
56833786,NDS006,Soil Moisture,9,46.4,2025-02-26 00:00:29.888163
56833788,NDS006,Soil EC,11,1381.0,2025-02-26 00:00:29.888163
56833789,NDS006,Soil pH,10,4.6,2025-02-26 00:00:29.888163
56833791,NDS006,Soil Phosphorus,13,65535.0,2025-02-26 00:00:29.888163
56833787,NDS006,Soil Temperature,8,26.6,2025-02-26 00:00:29.888163
56833792,NDS006,Soil Potassium,14,65535.0,2025-02-26 00:00:29.888163
56833725,NDS005,Soil Potassium,14,804.0,2025-02-26 00:00:24.357511
56833724,NDS005,Soil Phosphorus,13,806.0,2025-02-26 00:00:24.357511
56833720,NDS005,Soil Temperature,8,26.8,2025-02-26 00:00:24.357511
56833721,NDS005,Soil EC,11,1760.0,2025-02-26 00:00:24.357511
56833719,NDS005,Soil Moisture,9,83.0,2025-02-26 00:00:24.357511
56833723,NDS005,Soil Nitrogen,12,328.0,2025-02-26 00:00:24.357511
56833722,NDS005,Soil pH,10,6.1,2025-02-26 00:00:24.357511
56833659,NDS016,Soil Nitrogen,12,329.0,2025-02-26 00:00:17.781745
56833657,NDS016,Soil EC,11,1761.0,2025-02-26 00:00:17.781745
56833655,NDS016,Soil Moisture,9,73.4,2025-02-26 00:00:17.781745
56833661,NDS016,Soil Potassium,14,804.0,2025-02-26 00:00:17.781745
56833658,NDS016,Soil pH,10,5.0,2025-02-26 00:00:17.781745
56833660,NDS016,Soil Phosphorus,13,806.0,2025-02-26 00:00:17.781745
56833656,NDS016,Soil Temperature,8,26.8,2025-02-26 00:00:17.781745
56833525,NDS011,Air Temperature,2,26.482033,2025-02-26 00:00:04.473703
56833524,NDS011,CO2,1,446.0,2025-02-26 00:00:04.473703
56833526,NDS011,Humidity,3,99.93439,2025-02-26 00:00:04.473703
56833517,NDS011,Soil Nitrogen,12,219.0,2025-02-26 00:00:03.040232
56833518,NDS011,Soil Phosphorus,13,552.0,2025-02-26 00:00:03.040232
56833514,NDS011,Soil Temperature,8,26.7,2025-02-26 00:00:03.040232
56833516,NDS011,Soil pH,10,6.5,2025-02-26 00:00:03.040232
56833515,NDS011,Soil EC,11,1234.0,2025-02-26 00:00:03.040232
56833513,NDS011,Soil Moisture,9,40.4,2025-02-26 00:00:03.040232
56833519,NDS011,Soil Potassium,14,548.0,2025-02-26 00:00:03.040232
56833512,NDS012,Humidity,3,100.0,2025-02-26 00:00:02.138707
56833510,NDS012,CO2,1,875.0,2025-02-26 00:00:02.138707
56833511,NDS012,Air Temperature,2,26.655603,2025-02-26 00:00:02.138707
56833489,NDS012,Soil Nitrogen,12,127.0,2025-02-26 00:00:00.679905
56833485,NDS012,Soil Moisture,9,34.3,2025-02-26 00:00:00.679905
56833490,NDS012,Soil Phosphorus,13,339.0,2025-02-26 00:00:00.679905
56833487,NDS012,Soil EC,11,793.0,2025-02-26 00:00:00.679905
56833488,NDS012,Soil pH,10,8.3,2025-02-26 00:00:00.679905
56833491,NDS012,Soil Potassium,14,334.0,2025-02-26 00:00:00.679905
56833486,NDS012,Soil Temperature,8,27.3,2025-02-26 00:00:00.679905
55974180,NDS006,Soil Temperature,8,26.4,2025-02-25 00:01:14.701629
55974185,NDS006,Soil Potassium,14,65535.0,2025-02-25 00:01:14.701629
55974181,NDS006,Soil EC,11,1372.0,2025-02-25 00:01:14.701629
55974182,NDS006,Soil pH,10,4.5,2025-02-25 00:01:14.701629
55974179,NDS006,Soil Moisture,9,44.3,2025-02-25 00:01:14.701629
55974183,NDS006,Soil Nitrogen,12,45191.0,2025-02-25 00:01:14.701629
55974184,NDS006,Soil Phosphorus,13,65535.0,2025-02-25 00:01:14.701629
55974101,NDS005,Soil EC,11,1736.0,2025-02-25 00:01:08.466396
55974105,NDS005,Soil Potassium,14,792.0,2025-02-25 00:01:08.466396
55974102,NDS005,Soil pH,10,5.8,2025-02-25 00:01:08.466396
55974100,NDS005,Soil Temperature,8,26.6,2025-02-25 00:01:08.466396
55974104,NDS005,Soil Phosphorus,13,794.0,2025-02-25 00:01:08.466396
55974099,NDS005,Soil Moisture,9,81.2,2025-02-25 00:01:08.466396
55974103,NDS005,Soil Nitrogen,12,323.0,2025-02-25 00:01:08.466396
55973734,NDS016,Soil Nitrogen,12,325.0,2025-02-25 00:00:30.584730
55973735,NDS016,Soil Phosphorus,13,799.0,2025-02-25 00:00:30.584730
55973731,NDS016,Soil Temperature,8,26.6,2025-02-25 00:00:30.584730
55973732,NDS016,Soil EC,11,1746.0,2025-02-25 00:00:30.584730
55973733,NDS016,Soil pH,10,5.3,2025-02-25 00:00:30.584730
55973736,NDS016,Soil Potassium,14,797.0,2025-02-25 00:00:30.584730
55973730,NDS016,Soil Moisture,9,70.6,2025-02-25 00:00:30.584730
55973465,NDS004,Soil pH,10,8.1,2025-02-25 00:00:04.162084
55973468,NDS004,Soil Potassium,14,739.0,2025-02-25 00:00:04.162084
55973462,NDS004,Soil Moisture,9,62.3,2025-02-25 00:00:04.162084
55973463,NDS004,Soil Temperature,8,26.6,2025-02-25 00:00:04.162084
55973464,NDS004,Soil EC,11,1627.0,2025-02-25 00:00:04.162084
55973466,NDS004,Soil Nitrogen,12,301.0,2025-02-25 00:00:04.162084
55973467,NDS004,Soil Phosphorus,13,741.0,2025-02-25 00:00:04.162084
55973452,NDS012,Air Temperature,2,26.404593,2025-02-25 00:00:03.055118
55973453,NDS012,Humidity,3,100.0,2025-02-25 00:00:03.055118
55973451,NDS012,CO2,1,876.0,2025-02-25 00:00:03.055118
55973442,NDS011,Humidity,3,99.45983,2025-02-25 00:00:02.109264
55973440,NDS011,CO2,1,556.0,2025-02-25 00:00:02.109264
55973441,NDS011,Air Temperature,2,26.30312,2025-02-25 00:00:02.109264
55973437,NDS012,Soil Nitrogen,12,124.0,2025-02-25 00:00:01.601461
55973438,NDS012,Soil Phosphorus,13,334.0,2025-02-25 00:00:01.601461
55973433,NDS012,Soil Moisture,9,39.6,2025-02-25 00:00:01.601461
55973439,NDS012,Soil Potassium,14,329.0,2025-02-25 00:00:01.601461
55973434,NDS012,Soil Temperature,8,27.1,2025-02-25 00:00:01.601461
55973435,NDS012,Soil EC,11,783.0,2025-02-25 00:00:01.601461
55973436,NDS012,Soil pH,10,8.1,2025-02-25 00:00:01.601461
55973428,NDS011,Soil Potassium,14,536.0,2025-02-25 00:00:00.691123
55973426,NDS011,Soil Nitrogen,12,213.0,2025-02-25 00:00:00.691123
55973422,NDS011,Soil Moisture,9,43.2,2025-02-25 00:00:00.691123
55973427,NDS011,Soil Phosphorus,13,539.0,2025-02-25 00:00:00.691123
55973423,NDS011,Soil Temperature,8,26.5,2025-02-25 00:00:00.691123
55973425,NDS011,Soil pH,10,6.2,2025-02-25 00:00:00.691123
55973424,NDS011,Soil EC,11,1208.0,2025-02-25 00:00:00.691123
55973415,NDS015,Soil Moisture,9,41.0,2025-02-25 00:00:00.271710
55973416,NDS015,Soil Temperature,8,27.2,2025-02-25 00:00:00.271710
55973419,NDS015,Soil Nitrogen,12,29830.0,2025-02-25 00:00:00.271710
55973418,NDS015,Soil pH,10,4.1,2025-02-25 00:00:00.271710
55973421,NDS015,Soil Potassium,14,65535.0,2025-02-25 00:00:00.271710
55973420,NDS015,Soil Phosphorus,13,65535.0,2025-02-25 00:00:00.271710
55973417,NDS015,Soil EC,11,1429.0,2025-02-25 00:00:00.271710
55094681,NDS004,Soil Phosphorus,13,727.0,2025-02-24 00:00:33.059121
55094678,NDS004,Soil EC,11,1598.0,2025-02-24 00:00:33.059121
55094676,NDS004,Soil Moisture,9,61.0,2025-02-24 00:00:33.059121
55094677,NDS004,Soil Temperature,8,26.4,2025-02-24 00:00:33.059121
55094679,NDS004,Soil pH,10,7.7,2025-02-24 00:00:33.059121
55094680,NDS004,Soil Nitrogen,12,295.0,2025-02-24 00:00:33.059121
55094682,NDS004,Soil Potassium,14,725.0,2025-02-24 00:00:33.059121
55094633,NDS015,Soil Nitrogen,12,15969.0,2025-02-24 00:00:29.483190
55094631,NDS015,Soil EC,11,1420.0,2025-02-24 00:00:29.483190
55094632,NDS015,Soil pH,10,8.1,2025-02-24 00:00:29.483190
55094630,NDS015,Soil Temperature,8,27.0,2025-02-24 00:00:29.483190
55094629,NDS015,Soil Moisture,9,40.9,2025-02-24 00:00:29.483190
55094635,NDS015,Soil Potassium,14,65535.0,2025-02-24 00:00:29.483190
55094634,NDS015,Soil Phosphorus,13,65535.0,2025-02-24 00:00:29.483190
55094570,NDS006,Soil Temperature,8,26.3,2025-02-24 00:00:23.953560
55094574,NDS006,Soil Phosphorus,13,65535.0,2025-02-24 00:00:23.953560
55094572,NDS006,Soil pH,10,4.5,2025-02-24 00:00:23.953560
55094575,NDS006,Soil Potassium,14,65535.0,2025-02-24 00:00:23.953560
55094573,NDS006,Soil Nitrogen,12,14233.0,2025-02-24 00:00:23.953560
55094571,NDS006,Soil EC,11,1338.0,2025-02-24 00:00:23.953560
55094569,NDS006,Soil Moisture,9,44.0,2025-02-24 00:00:23.953560
55094534,NDS016,Soil Nitrogen,12,327.0,2025-02-24 00:00:21.910297
55094530,NDS016,Soil Moisture,9,67.1,2025-02-24 00:00:21.910297
55094536,NDS016,Soil Potassium,14,800.0,2025-02-24 00:00:21.910297
55094533,NDS016,Soil pH,10,5.3,2025-02-24 00:00:21.910297
55094531,NDS016,Soil Temperature,8,26.4,2025-02-24 00:00:21.910297
55094535,NDS016,Soil Phosphorus,13,802.0,2025-02-24 00:00:21.910297
55094532,NDS016,Soil EC,11,1752.0,2025-02-24 00:00:21.910297
55094487,NDS005,Soil pH,10,5.5,2025-02-24 00:00:18.427914
55094485,NDS005,Soil Temperature,8,26.4,2025-02-24 00:00:18.427914
55094486,NDS005,Soil EC,11,1727.0,2025-02-24 00:00:18.427914
55094488,NDS005,Soil Nitrogen,12,321.0,2025-02-24 00:00:18.427914
55094489,NDS005,Soil Phosphorus,13,790.0,2025-02-24 00:00:18.427914
55094490,NDS005,Soil Potassium,14,788.0,2025-02-24 00:00:18.427914
55094484,NDS005,Soil Moisture,9,88.5,2025-02-24 00:00:18.427914
55094328,NDS012,Humidity,3,100.0,2025-02-24 00:00:02.462105
55094326,NDS012,CO2,1,890.0,2025-02-24 00:00:02.462105
55094327,NDS012,Air Temperature,2,26.223011,2025-02-24 00:00:02.462105
55094325,NDS011,Humidity,3,100.0,2025-02-24 00:00:02.026497
55094323,NDS011,CO2,1,591.0,2025-02-24 00:00:02.026497
55094324,NDS011,Air Temperature,2,26.113527,2025-02-24 00:00:02.026497
55094320,NDS012,Soil Phosphorus,13,344.0,2025-02-24 00:00:01.021020
55094321,NDS012,Soil Potassium,14,339.0,2025-02-24 00:00:01.021020
55094318,NDS012,Soil pH,10,8.1,2025-02-24 00:00:01.021020
55094317,NDS012,Soil EC,11,803.0,2025-02-24 00:00:01.021020
55094319,NDS012,Soil Nitrogen,12,129.0,2025-02-24 00:00:01.021020
55094316,NDS012,Soil Temperature,8,26.9,2025-02-24 00:00:01.021020
55094315,NDS012,Soil Moisture,9,38.2,2025-02-24 00:00:01.021020
55094301,NDS011,Soil Moisture,9,47.0,2025-02-24 00:00:00.584368
55094302,NDS011,Soil Temperature,8,26.4,2025-02-24 00:00:00.584368
55094303,NDS011,Soil EC,11,1222.0,2025-02-24 00:00:00.584368
55094307,NDS011,Soil Potassium,14,542.0,2025-02-24 00:00:00.584368
55094305,NDS011,Soil Nitrogen,12,216.0,2025-02-24 00:00:00.584368
55094304,NDS011,Soil pH,10,6.3,2025-02-24 00:00:00.584368
55094306,NDS011,Soil Phosphorus,13,546.0,2025-02-24 00:00:00.584368
54210679,NDS004,Soil Temperature,8,26.8,2025-02-23 00:00:21.110633
54210682,NDS004,Soil Nitrogen,12,302.0,2025-02-23 00:00:21.110633
54210683,NDS004,Soil Phosphorus,13,744.0,2025-02-23 00:00:21.110633
54210681,NDS004,Soil pH,10,7.7,2025-02-23 00:00:21.110633
54210680,NDS004,Soil EC,11,1633.0,2025-02-23 00:00:21.110633
54210678,NDS004,Soil Moisture,9,57.5,2025-02-23 00:00:21.110633
54210684,NDS004,Soil Potassium,14,742.0,2025-02-23 00:00:21.110633
54210639,NDS015,Soil Nitrogen,12,39586.0,2025-02-23 00:00:17.521612
