dbtimestamp,devicename,Soil EC,Soil Moisture,Soil Nitrogen,Soil Phosphorus,Soil Potassium,Soil Temperature,Soil pH,NPK Ratio,N Category,P Category,K Category,NPK Level,NPK Done,feeding_description,Feeding Category
2025-02-01 00:00:02.450701,NDS016,1421.0,48.4,258.0,642.0,639.0,26.5,4.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-02-01 00:00:01.646042,NDS015,841.0,24.1,137.0,362.0,357.0,26.2,4.8,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-31 00:00:29.186009,NDS015,846.0,25.3,138.0,365.0,360.0,25.8,3.5,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-31 00:00:28.384295,NDS016,1436.0,51.7,261.0,649.0,646.0,26.1,6.1,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-31 00:00:27.645642,NDS005,889.0,40.7,147.0,385.0,381.0,25.8,9.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-31 00:00:21.819423,NDS006,705.0,33.9,108.0,297.0,291.0,25.4,5.6,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2025-01-31 00:00:18.860968,NDS012,1266.0,47.4,225.0,567.0,564.0,25.6,8.1,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-31 00:00:16.484793,NDS011,1918.0,93.6,361.0,882.0,881.0,25.5,7.1,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-31 00:00:04.406299,NDS004,1504.0,50.7,275.0,682.0,680.0,26.0,8.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-30 00:00:19.938683,NDS015,831.0,24.5,135.0,358.0,352.0,25.6,5.1,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,"45g of distilled water, 100g of coffee grounds, 50g of dried leaves",Brown
2025-01-30 00:00:17.988639,NDS006,793.0,38.9,127.0,339.0,334.0,25.4,5.7,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,"100g of coffee grounds, 50g of cardboard, 20g berries",Brown
2025-01-30 00:00:13.888859,NDS011,1927.0,93.8,363.0,886.0,885.0,25.3,6.9,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,"50g of dried radish tops, 50g of dried chye sim",Green
2025-01-30 00:00:13.588607,NDS004,1510.0,56.4,276.0,685.0,682.0,25.7,8.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,"100g of coffee grounds, 50g of cardboard, 20g berries",Brown
2025-01-30 00:00:12.855526,NDS012,1266.0,47.7,225.0,567.0,564.0,25.4,8.2,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,"45g of distilled water, 100g of coffee grounds, 50g of dried leaves",Brown
2025-01-30 00:00:12.665220,NDS005,857.0,40.7,140.0,370.0,365.0,25.6,9.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,"100g of coffee grounds, 50g of cardboard, 20g berries",Brown
2025-01-30 00:00:11.958103,NDS016,1447.0,59.7,263.0,655.0,652.0,25.8,5.7,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,"45g of distilled water, 100g of coffee grounds, 50g of dried leaves",Brown
2025-01-29 00:00:22.820778,NDS016,1450.0,58.6,264.0,656.0,653.0,25.9,5.3,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-29 00:00:21.804601,NDS004,1520.0,52.9,278.0,690.0,687.0,25.8,8.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-29 00:00:18.640089,NDS011,1933.0,95.2,364.0,889.0,888.0,25.3,6.8,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-29 00:00:16.073897,NDS005,860.0,38.3,141.0,372.0,366.0,25.7,8.8,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-29 00:00:14.844848,NDS012,1280.0,52.1,228.0,574.0,571.0,25.4,8.4,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-29 00:00:13.944763,NDS015,824.0,24.4,133.0,354.0,349.0,25.7,3.0,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-29 00:00:09.933728,NDS006,855.0,44.1,140.0,369.0,364.0,25.4,7.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-28 00:00:26.822840,NDS011,1943.0,92.4,367.0,894.0,893.0,25.3,6.7,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-28 00:00:26.405865,NDS012,1295.0,47.9,231.0,581.0,578.0,25.5,8.9,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-28 00:00:25.082863,NDS005,935.0,45.3,156.0,408.0,403.0,25.7,5.4,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-28 00:00:17.507901,NDS016,1471.0,62.2,268.0,666.0,663.0,25.9,5.3,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-28 00:00:17.098329,NDS006,874.0,44.9,143.0,378.0,373.0,25.5,6.7,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-28 00:00:07.802896,NDS015,830.0,24.2,134.0,357.0,352.0,25.7,5.1,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-28 00:00:03.303776,NDS004,1551.0,52.4,285.0,705.0,702.0,25.8,8.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-27 00:00:30.488476,NDS006,904.0,44.2,150.0,393.0,388.0,26.1,7.3,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-27 00:00:23.828287,NDS012,1306.0,52.1,234.0,587.0,583.0,25.9,8.9,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,200g of distilled water,Unknown
2025-01-27 00:00:23.204801,NDS015,859.0,24.5,140.0,371.0,366.0,26.3,4.2,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,200g of distilled water,Unknown
2025-01-27 00:00:16.954892,NDS004,1573.0,58.6,289.0,715.0,713.0,26.5,8.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-27 00:00:15.117914,NDS011,1952.0,90.4,368.0,898.0,897.0,25.8,6.2,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,200g of distilled water,Unknown
2025-01-27 00:00:09.598133,NDS005,935.0,42.3,156.0,408.0,403.0,26.4,9.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-27 00:00:03.756574,NDS016,1504.0,63.3,275.0,682.0,680.0,26.6,5.7,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,200g of distilled water,Unknown
2025-01-26 00:00:29.807687,NDS004,1573.0,55.7,289.0,715.0,713.0,26.7,8.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,200g of distilled water,Unknown
2025-01-26 00:00:22.058491,NDS016,1523.0,66.0,279.0,691.0,689.0,26.7,3.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-26 00:00:19.622226,NDS015,846.0,26.1,138.0,365.0,360.0,26.5,3.1,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-26 00:00:19.571788,NDS011,1967.0,92.8,372.0,905.0,905.0,25.8,6.4,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-26 00:00:13.628453,NDS005,965.0,44.2,162.0,422.0,417.0,26.7,6.6,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,200g of distilled water,Unknown
2025-01-26 00:00:13.424034,NDS012,1309.0,50.0,234.0,588.0,585.0,26.0,8.1,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-26 00:00:00.542849,NDS006,929.0,46.1,155.0,405.0,400.0,26.3,7.1,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-25 00:00:28.315749,NDS015,813.0,23.4,131.0,349.0,344.0,26.1,4.7,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-25 00:00:18.174523,NDS006,964.0,45.6,162.0,422.0,417.0,25.8,6.5,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,200g of distilled water,Unknown
2025-01-25 00:00:07.835799,NDS016,1510.0,63.6,276.0,685.0,682.0,26.3,6.2,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-25 00:00:06.903886,NDS004,1557.0,55.7,286.0,708.0,705.0,26.3,8.7,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-25 00:00:03.635855,NDS011,1970.0,97.1,372.0,907.0,906.0,25.5,6.3,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-25 00:00:01.174689,NDS012,1292.0,50.0,231.0,580.0,576.0,25.7,8.1,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-25 00:00:00.563341,NDS005,997.0,50.7,169.0,438.0,433.0,26.2,9.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-24 00:00:20.909400,NDS006,981.0,49.5,166.0,430.0,425.0,26.0,6.8,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-24 00:00:11.370393,NDS016,1523.0,65.8,279.0,691.0,689.0,26.5,4.5,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-24 00:00:10.075010,NDS004,1564.0,58.5,287.0,711.0,709.0,26.5,8.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-24 00:00:09.462361,NDS005,1051.0,51.7,180.0,464.0,459.0,26.5,7.3,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-24 00:00:09.450420,NDS012,1318.0,54.0,236.0,592.0,589.0,25.8,8.0,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-24 00:00:09.346838,NDS011,2023.0,100.0,383.0,932.0,932.0,25.7,6.3,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-24 00:00:01.760557,NDS015,828.0,24.6,134.0,356.0,351.0,26.3,4.3,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-23 00:00:20.671983,NDS016,1517.0,62.3,278.0,688.0,686.0,26.3,6.1,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-23 00:00:13.806341,NDS015,795.0,23.9,127.0,340.0,335.0,26.1,4.9,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-23 00:00:11.554808,NDS004,1557.0,55.2,286.0,708.0,705.0,26.4,8.5,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-23 00:00:11.347008,NDS006,1040.0,47.2,178.0,458.0,454.0,25.8,6.5,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-23 00:00:10.426114,NDS011,2023.0,92.5,383.0,932.0,932.0,25.5,6.5,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-23 00:00:08.684303,NDS012,1283.0,50.7,229.0,576.0,572.0,25.7,8.2,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-23 00:00:08.382674,NDS005,1146.0,52.9,200.0,509.0,505.0,26.3,8.4,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-22 00:00:27.331004,NDS012,1271.0,49.1,226.0,570.0,566.0,25.6,8.4,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-22 00:00:25.494274,NDS005,1284.0,59.4,229.0,576.0,573.0,26.2,6.9,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-22 00:00:23.953641,NDS004,1557.0,56.4,286.0,708.0,705.0,26.3,8.5,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-22 00:00:22.102594,NDS006,1020.0,49.3,174.0,449.0,444.0,25.6,6.7,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-22 00:00:14.427384,NDS011,2138.0,94.6,407.0,988.0,988.0,25.4,6.4,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-22 00:00:06.640776,NDS016,1529.0,59.9,280.0,694.0,692.0,26.1,5.3,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-22 00:00:02.855358,NDS015,778.0,23.0,123.0,332.0,327.0,25.9,6.6,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,None
2025-01-21 00:00:29.861379,NDS015,792.0,23.3,126.0,339.0,333.0,26.3,6.1,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,50g of cardboard,Brown
2025-01-21 00:00:26.578053,NDS005,1385.0,64.0,250.0,625.0,622.0,26.7,3.0,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,50g of cardboard,Brown
2025-01-21 00:00:16.631594,NDS006,1120.0,45.7,195.0,497.0,493.0,26.1,6.5,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,"100g of coffee grounds, 200g of distilled water",Brown
2025-01-21 00:00:14.901904,NDS011,2023.0,100.0,383.0,932.0,932.0,25.7,6.3,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,"50g of cardboard, 20g berries",Brown
2025-01-21 00:00:13.368030,NDS012,1257.0,51.9,223.0,563.0,559.0,25.9,8.5,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,50g of cardboard,Brown
2025-01-21 00:00:01.232638,NDS016,1563.0,69.4,287.0,711.0,708.0,26.6,5.2,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,"50g of cardboard, 20g berries",Brown
2025-01-21 00:00:00.892841,NDS004,1545.0,50.7,284.0,702.0,699.0,26.9,8.4,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,"50g of cardboard, 20g berries",Brown
2025-01-20 00:00:29.780080,NDS011,1982.0,90.4,375.0,913.0,912.0,25.3,7.3,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,"50g of dried radish tops, 50g of dried chye sim",Green
2025-01-20 00:00:21.387778,NDS016,1569.0,76.3,289.0,713.0,711.0,26.0,3.0,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,"50g of dried radish tops, 50g of dried chye sim",Green
2025-01-20 00:00:21.089827,NDS012,1190.0,46.0,209.0,531.0,527.0,25.5,8.4,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,"50g of dried radish tops, 50g of dried chye sim",Green
2025-01-20 00:00:20.150106,NDS005,1362.0,63.4,245.0,614.0,610.0,26.1,3.0,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,"100g of coffee grounds, 200g of distilled water",Brown
2025-01-20 00:00:19.839382,NDS004,1526.0,55.5,280.0,693.0,690.0,26.5,8.5,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,"100g of coffee grounds, 200g of distilled water",Brown
2025-01-20 00:00:14.099521,NDS006,1163.0,48.4,204.0,518.0,514.0,25.6,7.5,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,"100g of coffee grounds, 200g of distilled water",Brown
2025-01-20 00:00:11.230809,NDS015,774.0,24.0,123.0,330.0,325.0,25.8,4.9,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,"50g of dried radish tops, 50g of dried chye sim",Green
2025-01-19 00:00:29.299438,NDS012,1190.0,45.6,209.0,531.0,527.0,25.9,8.4,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-19 00:00:18.242669,NDS015,748.0,23.4,117.0,317.0,312.0,26.2,6.8,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,None
2025-01-19 00:00:13.322309,NDS016,1572.0,73.4,289.0,715.0,713.0,26.5,4.7,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-19 00:00:12.616090,NDS005,1316.0,60.3,236.0,591.0,588.0,26.5,3.0,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-19 00:00:12.312606,NDS006,1203.0,52.1,212.0,537.0,533.0,26.0,6.2,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-19 00:00:12.010768,NDS011,2157.0,97.1,411.0,997.0,997.0,25.7,6.8,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-19 00:00:10.977850,NDS004,1516.0,53.1,277.0,688.0,685.0,27.0,8.5,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-18 00:00:30.360435,NDS006,1301.0,45.6,233.0,584.0,581.0,26.0,7.4,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-18 00:00:24.719142,NDS011,2157.0,94.6,411.0,997.0,997.0,25.7,6.2,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-18 00:00:16.954478,NDS012,1173.0,46.0,206.0,522.0,519.0,25.9,8.1,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-18 00:00:16.846985,NDS016,1551.0,67.1,285.0,705.0,702.0,26.5,6.0,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-18 00:00:07.920927,NDS005,1261.0,50.0,224.0,565.0,561.0,26.5,3.0,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-18 00:00:06.804176,NDS015,728.0,23.9,113.0,308.0,302.0,26.2,7.2,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,None
2025-01-18 00:00:06.186491,NDS004,1498.0,55.5,274.0,679.0,677.0,26.9,8.3,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-17 00:00:24.958912,NDS005,1183.0,57.3,208.0,527.0,523.0,26.7,4.0,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-17 00:00:22.699137,NDS006,1258.0,44.8,224.0,563.0,560.0,26.3,7.5,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-17 00:00:16.478406,NDS015,722.0,21.9,112.0,305.0,299.0,26.4,6.3,1.0 : 2.7 : 2.7,High,High,Low,Invalid,Not Done Composting,,None
2025-01-17 00:00:16.365995,NDS012,1181.0,44.3,208.0,526.0,522.0,26.0,7.0,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-17 00:00:13.798413,NDS016,1541.0,72.4,283.0,700.0,698.0,26.8,5.7,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-17 00:00:03.456939,NDS004,1489.0,51.9,272.0,675.0,672.0,27.1,8.3,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-17 00:00:00.689569,NDS011,2176.0,94.4,415.0,1006.0,1006.0,25.9,5.9,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-16 00:00:30.629994,NDS012,1109.0,44.6,193.0,492.0,487.0,25.6,5.5,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-16 00:00:30.216167,NDS016,1439.0,64.4,261.0,651.0,648.0,26.2,5.3,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-16 00:00:30.003634,NDS005,1011.0,56.8,172.0,444.0,440.0,26.1,3.9,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,"2g of dried radish tops, 8g of crushed eggshells",Green
2025-01-16 00:00:25.905591,NDS004,1434.0,52.4,260.0,648.0,645.0,26.3,8.3,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,"15g of coffee grounds, 1g of fresh mint leaves, 5g of dried mango skins",Mixed
2025-01-16 00:00:22.325266,NDS011,2100.0,98.9,399.0,970.0,969.0,25.4,5.9,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,"70g of distilled water, 5g of dried radish tops, 10g of coffee grounds, 4g of dried mango skins",Brown
2025-01-16 00:00:14.944238,NDS006,1223.0,43.0,216.0,547.0,543.0,25.9,7.9,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,"25g of coffee grounds, 1g of dried mango skins",Brown
2025-01-16 00:00:06.763463,NDS015,691.0,21.0,105.0,290.0,284.0,26.0,5.5,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2025-01-15 03:03:02.954032,NDS012,465.0,27.0,58.0,181.0,174.0,25.2,4.9,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2025-01-15 03:02:34.504946,NDS011,2215.0,100.0,423.0,1025.0,1025.0,25.2,6.2,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-15 03:02:27.130654,NDS005,620.0,22.0,90.0,256.0,250.0,25.3,4.6,1.0 : 2.8 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,None
2025-01-15 03:02:26.503739,NDS006,1071.0,43.1,185.0,473.0,469.0,25.3,6.7,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-15 03:02:26.401342,NDS002,1231.0,84.4,218.0,550.0,547.0,25.5,6.0,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,
2025-01-15 03:02:25.985046,NDS016,1251.0,54.0,222.0,560.0,557.0,25.6,5.3,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-15 03:02:24.565615,NDS004,949.0,40.6,159.0,414.0,410.0,25.3,8.1,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-15 03:02:24.145139,NDS015,455.0,20.2,56.0,176.0,170.0,25.5,4.7,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2025-01-07 00:00:30.575655,NDS015,488.0,20.8,63.0,192.0,186.0,26.9,4.7,1.0 : 3.0 : 3.0,Low,Low,Low,Invalid,Not Done Composting,500g of dried leaves,Unknown
2025-01-07 00:00:19.712658,NDS005,721.0,24.0,112.0,304.0,299.0,26.7,4.1,1.0 : 2.7 : 2.7,High,High,Low,Invalid,Not Done Composting,500g of dried leaves,Unknown
2025-01-07 00:00:16.853608,NDS006,1289.0,48.1,230.0,578.0,575.0,26.7,5.3,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,500g of dried leaves,Unknown
2025-01-07 00:00:14.905429,NDS016,1308.0,57.9,234.0,588.0,584.0,27.1,5.5,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,500g of dried leaves,Unknown
2025-01-07 00:00:11.715405,NDS012,604.0,30.4,87.0,248.0,242.0,26.6,5.1,1.0 : 2.9 : 2.8,Low,Low,Low,Invalid,Not Done Composting,500g of dried leaves,Unknown
2025-01-07 00:00:09.475441,NDS004,961.0,46.0,162.0,420.0,416.0,26.7,8.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,500g of dried leaves,Unknown
2025-01-07 00:00:08.655342,NDS011,2291.0,100.0,439.0,1062.0,1062.0,26.7,4.4,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,500g of dried leaves,Unknown
2025-01-06 00:00:21.759107,NDS004,974.0,49.6,164.0,426.0,422.0,26.7,8.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-06 00:00:11.453522,NDS015,486.0,21.3,62.0,191.0,185.0,26.9,3.0,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2025-01-06 00:00:11.411353,NDS005,736.0,23.7,115.0,312.0,306.0,26.7,3.0,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,None
2025-01-06 00:00:09.369161,NDS016,1322.0,59.0,237.0,594.0,591.0,27.1,5.4,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-06 00:00:08.241220,NDS006,1384.0,56.2,250.0,624.0,621.0,26.8,4.7,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-06 00:00:03.428917,NDS012,613.0,29.8,89.0,252.0,246.0,26.5,5.3,1.0 : 2.8 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,None
2025-01-06 00:00:02.709421,NDS011,2291.0,100.0,439.0,1062.0,1062.0,26.7,5.9,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-05 00:00:21.975342,NDS005,734.0,24.1,114.0,311.0,305.0,26.7,4.0,1.0 : 2.7 : 2.7,High,High,High,Invalid,Not Done Composting,,None
2025-01-05 00:00:12.035053,NDS004,965.0,48.4,162.0,422.0,417.0,26.7,8.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-05 00:00:11.015116,NDS015,486.0,21.7,62.0,191.0,185.0,26.9,4.5,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2025-01-05 00:00:09.995306,NDS011,2387.0,100.0,459.0,1108.0,1109.0,26.6,5.3,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-05 00:00:09.685151,NDS006,1427.0,63.3,259.0,645.0,642.0,26.7,5.3,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-05 00:00:04.976168,NDS012,629.0,28.2,92.0,260.0,254.0,26.5,5.4,1.0 : 2.8 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,None
2025-01-05 00:00:03.745308,NDS016,1328.0,65.7,238.0,597.0,594.0,27.1,5.6,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-04 00:00:28.315012,NDS016,1314.0,62.2,235.0,590.0,587.0,27.0,5.7,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-04 00:00:23.494591,NDS015,492.0,21.3,64.0,194.0,187.0,26.7,4.8,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
