dbtimestamp,devicename,Soil EC,Soil Moisture,Soil Nitrogen,Soil Phosphorus,Soil Potassium,Soil Temperature,Soil pH,NPK Ratio,N Category,P Category,K Category,NPK Level,NPK Done,feeding_description,Feeding Category
2025-01-04 00:00:21.354165,NDS012,631.0,33.2,93.0,261.0,255.0,26.3,5.5,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2025-01-04 00:00:12.234510,NDS005,721.0,23.4,112.0,304.0,299.0,26.6,4.0,1.0 : 2.7 : 2.7,High,High,Low,Invalid,Not Done Composting,,None
2025-01-04 00:00:06.814639,NDS006,1487.0,61.0,271.0,674.0,671.0,26.6,5.3,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-04 00:00:01.991087,NDS011,2234.0,100.0,427.0,1034.0,1034.0,26.5,5.8,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-04 00:00:00.982232,NDS004,955.0,46.9,160.0,417.0,413.0,26.6,8.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-03 00:00:31.318286,NDS012,635.0,30.2,94.0,263.0,257.0,26.3,5.6,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,"45g of distilled water, 3g of dried radish tops, 7g of crushed eggshells, 15g of coffee grounds, 1g of fresh mint leaves, 4g of dried mango skins",Mixed
2025-01-03 00:00:29.809421,NDS011,2368.0,96.6,455.0,1099.0,1100.0,26.5,5.1,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,"7g of crushed eggshells, 25g of coffee grounds, 2g of dried mango skins",Mixed
2025-01-03 00:00:24.768434,NDS016,1308.0,63.8,234.0,588.0,584.0,27.0,5.8,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,"45g of distilled water, 3g of dried radish tops, 7g of crushed eggshells, 15g of coffee grounds, 1g of fresh mint leaves, 4g of dried mango skins",Mixed
2025-01-03 00:00:21.115619,NDS006,1498.0,61.0,274.0,679.0,677.0,26.6,5.3,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,"3g of dried radish tops, 8g of crushed eggshells, 25g of coffee grounds, 3g of fresh mint leaves, 1g of dried mango skins, 5g of dried chye sim",Mixed
2025-01-03 00:00:18.418369,NDS015,498.0,21.8,65.0,197.0,190.0,26.7,3.4,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,500g of dried leaves,Unknown
2025-01-03 00:00:11.968275,NDS005,714.0,23.6,110.0,301.0,295.0,26.6,3.9,1.0 : 2.7 : 2.7,High,High,Low,Invalid,Not Done Composting,"40g of distilled water, 5g of crushed eggshells, 1g of fresh mint leaves, 2g of dried mango skins",Green
2025-01-03 00:00:06.656125,NDS004,954.0,48.4,160.0,417.0,412.0,26.6,7.9,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,"2g of dried radish tops, 10g of coffee grounds, 3g of fresh mint leaves, 4g of dried mango skins, 4g of dried chye sim",Mixed
2025-01-02 00:00:30.417749,NDS011,2157.0,98.9,411.0,997.0,997.0,26.4,5.8,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2025-01-02 00:00:30.402730,NDS012,652.0,31.6,97.0,271.0,265.0,26.3,5.6,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2025-01-02 00:00:28.152615,NDS004,939.0,46.4,157.0,410.0,405.0,26.5,8.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2025-01-02 00:00:15.879125,NDS016,1275.0,61.0,227.0,572.0,568.0,26.8,5.3,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2025-01-02 00:00:08.282730,NDS015,498.0,20.8,65.0,197.0,190.0,26.7,4.9,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2025-01-02 00:00:01.743602,NDS005,704.0,23.7,108.0,296.0,291.0,26.5,3.9,1.0 : 2.7 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2025-01-02 00:00:01.330774,NDS006,1531.0,61.0,281.0,695.0,693.0,26.5,5.3,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2025-01-01 00:00:27.494347,NDS004,915.0,47.4,152.0,398.0,393.0,26.2,8.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,"50g of distilled water, 4g of dried radish tops, 25g of coffee grounds, 5g of fresh mint leaves",Mixed
2025-01-01 00:00:24.014377,NDS016,1263.0,58.6,225.0,566.0,562.0,26.5,4.0,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,"70g of distilled water, 8g of crushed eggshells, 20g of coffee grounds",Mixed
2025-01-01 00:00:23.714898,NDS015,496.0,21.0,65.0,196.0,189.0,26.3,3.0,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,"70g of distilled water, 8g of crushed eggshells, 20g of coffee grounds",Mixed
2025-01-01 00:00:22.274348,NDS006,1534.0,63.4,281.0,697.0,694.0,26.1,5.4,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,"5g of crushed eggshells, 15g of coffee grounds",Mixed
2025-01-01 00:00:15.724440,NDS012,680.0,33.8,103.0,285.0,279.0,26.0,5.6,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,"70g of distilled water, 8g of crushed eggshells, 20g of coffee grounds",Mixed
2025-01-01 00:00:13.463973,NDS011,2272.0,100.0,435.0,1053.0,1053.0,26.2,5.5,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,"70g of distilled water, 8g of crushed eggshells, 20g of coffee grounds, 4g of dried mango skins",Mixed
2025-01-01 00:00:03.533984,NDS005,695.0,23.4,106.0,292.0,286.0,26.1,3.9,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,"4g of dried radish tops, 7g of crushed eggshells, 4g of fresh mint leaves, 4g of dried mango skins",Green
2024-12-31 00:00:19.472808,NDS006,1546.0,64.6,284.0,702.0,700.0,26.3,5.5,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-31 00:00:18.961435,NDS016,1272.0,58.6,227.0,570.0,567.0,26.7,6.3,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-31 00:00:13.524844,NDS005,687.0,23.4,104.0,288.0,282.0,26.4,4.0,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-12-31 00:00:13.328985,NDS011,2310.0,100.0,443.0,1071.0,1071.0,26.3,5.9,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-31 00:00:11.182456,NDS015,495.0,21.0,64.0,195.0,189.0,26.5,4.0,1.0 : 3.0 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-31 00:00:08.405256,NDS012,706.0,38.5,108.0,297.0,292.0,26.1,5.7,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-12-31 00:00:07.375493,NDS004,912.0,46.4,151.0,397.0,392.0,26.4,8.1,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-30 00:00:26.185784,NDS015,493.0,21.8,64.0,195.0,188.0,26.4,4.2,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-30 00:00:25.865946,NDS011,2291.0,100.0,439.0,1062.0,1062.0,26.4,5.7,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-30 00:00:16.035401,NDS012,695.0,39.2,106.0,292.0,286.0,26.1,5.8,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-12-30 00:00:15.527459,NDS006,1549.0,66.4,284.0,704.0,701.0,26.2,5.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-30 00:00:04.058212,NDS016,1266.0,57.0,225.0,567.0,564.0,26.6,6.3,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-30 00:00:02.925973,NDS004,890.0,48.4,147.0,386.0,381.0,26.2,8.1,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-30 00:00:02.525771,NDS005,684.0,24.1,104.0,287.0,281.0,26.2,4.2,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-12-29 03:41:08.615107,NDS011,2387.0,94.9,459.0,1108.0,1109.0,27.0,5.4,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-29 03:40:55.285543,NDS012,714.0,37.1,110.0,301.0,295.0,26.8,5.8,1.0 : 2.7 : 2.7,High,High,Low,Invalid,Not Done Composting,,None
2024-12-29 03:40:49.355799,NDS006,1585.0,68.1,292.0,721.0,719.0,27.2,5.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-29 03:40:48.334897,NDS016,1278.0,58.6,228.0,573.0,570.0,27.6,5.7,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-29 03:40:40.046589,NDS005,702.0,24.0,108.0,295.0,290.0,27.3,4.1,1.0 : 2.7 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-12-29 03:40:39.538997,NDS004,905.0,50.2,150.0,393.0,388.0,27.2,8.1,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-29 03:40:37.717682,NDS015,497.0,22.7,65.0,196.0,190.0,27.3,4.2,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-27 00:00:30.652223,NDS016,1269.0,64.7,226.0,569.0,565.0,27.3,6.1,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-27 00:00:15.802249,NDS011,2502.0,96.6,483.0,1163.0,1165.0,26.7,7.0,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-27 00:00:11.600325,NDS012,713.0,39.0,110.0,301.0,295.0,26.5,6.1,1.0 : 2.7 : 2.7,High,High,Low,Invalid,Not Done Composting,,None
2024-12-27 00:00:10.172154,NDS005,666.0,24.3,100.0,278.0,272.0,27.0,6.4,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-27 00:00:09.871299,NDS006,1585.0,67.9,292.0,721.0,719.0,26.9,5.8,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-27 00:00:04.348477,NDS015,503.0,22.4,66.0,199.0,193.0,27.0,4.3,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-27 00:00:03.930103,NDS004,862.0,50.7,141.0,372.0,367.0,26.9,8.3,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-26 00:00:29.990881,NDS011,2502.0,94.6,483.0,1163.0,1165.0,26.3,7.6,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-26 00:00:15.251950,NDS015,498.0,23.7,65.0,197.0,190.0,26.4,4.5,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-26 00:00:14.639394,NDS005,621.0,24.9,91.0,256.0,250.0,26.4,6.3,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-26 00:00:12.799649,NDS006,1576.0,68.1,290.0,717.0,715.0,26.3,5.9,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-26 00:00:12.792030,NDS016,1239.0,57.3,220.0,554.0,551.0,26.7,5.6,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-26 00:00:01.112684,NDS012,705.0,36.7,108.0,297.0,291.0,26.1,6.0,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-12-26 00:00:01.057816,NDS004,833.0,49.6,135.0,358.0,353.0,26.4,8.3,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-25 00:00:28.447230,NDS012,703.0,39.0,108.0,296.0,290.0,26.0,6.1,1.0 : 2.7 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-12-25 00:00:27.231668,NDS005,636.0,25.8,94.0,263.0,258.0,26.2,6.6,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-25 00:00:20.977093,NDS006,1576.0,65.1,290.0,717.0,715.0,26.3,6.0,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-25 00:00:20.357456,NDS016,1201.0,57.5,212.0,536.0,532.0,26.6,5.0,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-25 00:00:06.244729,NDS015,521.0,22.9,70.0,208.0,202.0,26.3,4.7,1.0 : 3.0 : 2.9,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-25 00:00:01.527153,NDS004,811.0,49.6,130.0,348.0,343.0,26.3,8.3,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-25 00:00:00.305527,NDS011,2617.0,100.0,507.0,1219.0,1221.0,26.2,7.9,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-24 00:00:29.345259,NDS012,705.0,36.1,108.0,297.0,291.0,26.0,6.2,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,,None
2024-12-24 00:00:24.234764,NDS004,793.0,53.6,127.0,339.0,334.0,26.2,8.3,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-24 00:00:15.333109,NDS011,2751.0,100.0,535.0,1284.0,1286.0,26.4,7.8,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-24 00:00:15.004690,NDS005,662.0,27.0,99.0,276.0,270.0,26.3,6.1,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-24 00:00:12.774742,NDS016,1114.0,57.5,194.0,494.0,490.0,26.7,6.0,1.0 : 2.5 : 2.5,High,High,High,Invalid,Not Done Composting,,None
2024-12-24 00:00:08.664992,NDS006,1570.0,70.3,289.0,714.0,712.0,26.2,6.1,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-24 00:00:00.674873,NDS015,539.0,22.7,74.0,217.0,210.0,26.4,5.1,1.0 : 2.9 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-23 07:50:56.694516,NDS011,2846.0,100.0,555.0,1329.0,1332.0,27.0,7.6,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,"4g of dried radish tops, 20g of coffee grounds",Brown
2024-12-23 07:50:56.491260,NDS012,681.0,34.9,103.0,285.0,279.0,26.9,6.2,1.0 : 2.8 : 2.7,High,Low,Low,Invalid,Not Done Composting,"40g of distilled water, 6g of crushed eggshells, 2g of fresh mint leaves, 5g of dried mango skins",Green
2024-12-23 07:50:56.403490,NDS005,594.0,25.5,85.0,243.0,237.0,27.8,6.5,1.0 : 2.9 : 2.8,Low,Low,Low,Invalid,Not Done Composting,"40g of distilled water, 5g of crushed eggshells, 10g of coffee grounds, 1g of fresh mint leaves, 5g of dried mango skins, 3g of dried chye sim",Mixed
2024-12-23 07:50:55.923599,NDS015,561.0,21.8,78.0,227.0,221.0,27.6,5.2,1.0 : 2.9 : 2.8,Low,Low,Low,Invalid,Not Done Composting,"40g of distilled water, 6g of crushed eggshells, 2g of fresh mint leaves, 5g of dried mango skins",Green
2024-12-23 07:50:55.910684,NDS016,1126.0,52.9,196.0,500.0,496.0,27.8,6.7,1.0 : 2.6 : 2.5,High,High,High,Invalid,Not Done Composting,"100g of distilled water, 6g of crushed eggshells, 4g of dried mango skins",Green
2024-12-23 07:50:55.815702,NDS004,794.0,48.4,127.0,340.0,334.0,27.5,8.3,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,"5g of dried radish tops, 3g of fresh mint leaves, 5g of dried chye sim",Green
2024-12-23 07:50:55.705118,NDS006,1597.0,73.4,294.0,727.0,725.0,27.3,6.3,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,"5g of dried radish tops, 6g of crushed eggshells, 2g of fresh mint leaves, 4g of dried mango skins, 1g of dried chye sim",Green
2024-12-17 00:00:26.646854,NDS016,910.0,35.6,151.0,396.0,391.0,27.7,6.2,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-17 00:00:19.676975,NDS006,1464.0,64.0,267.0,663.0,660.0,27.3,7.4,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-17 00:00:18.546969,NDS015,813.0,26.5,131.0,349.0,344.0,27.5,4.9,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-17 00:00:09.434650,NDS012,455.0,27.0,56.0,176.0,170.0,26.8,6.3,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-17 00:00:09.166764,NDS005,898.0,45.6,148.0,390.0,385.0,27.2,7.1,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-17 00:00:08.934529,NDS011,1918.0,85.3,361.0,882.0,881.0,27.2,7.3,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-17 00:00:02.777037,NDS004,643.0,44.3,95.0,267.0,261.0,27.4,8.6,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-16 00:00:27.125281,NDS016,898.0,35.9,148.0,390.0,385.0,28.6,6.4,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,"5g of crushed eggshells, 150g of coffee grounds",Mixed
2024-12-16 00:00:20.575545,NDS015,834.0,26.8,135.0,359.0,354.0,28.3,5.0,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,"4g of dried radish tops, 6g of crushed eggshells, 25g of coffee grounds, 2g of fresh mint leaves",Mixed
2024-12-16 00:00:06.964338,NDS005,919.0,47.7,153.0,400.0,395.0,28.0,7.7,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,"1g of dried radish tops, 5g of dried mango skins",Unknown
2024-12-16 00:00:02.146564,NDS004,652.0,43.6,97.0,271.0,265.0,28.2,8.6,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,"1g of dried radish tops, 25g of coffee grounds, 1g of dried chye sim",Mixed
2024-12-16 00:00:01.936025,NDS012,460.0,27.6,57.0,179.0,172.0,27.5,6.4,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,"4g of dried radish tops, 6g of crushed eggshells, 25g of coffee grounds, 2g of fresh mint leaves",Mixed
2024-12-16 00:00:01.225530,NDS011,1912.0,77.7,360.0,879.0,878.0,27.9,7.4,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,"4g of dried radish tops, 6g of crushed eggshells, 25g of coffee grounds, 2g of fresh mint leaves",Mixed
2024-12-16 00:00:00.195788,NDS006,1481.0,68.8,270.0,671.0,668.0,28.1,7.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,"40g of distilled water, 10g of coffee grounds, 2g of dried mango skins",Brown
2024-12-15 00:00:30.490187,NDS006,1470.0,66.8,268.0,666.0,663.0,27.9,7.6,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-15 00:00:29.450151,NDS012,459.0,26.7,57.0,178.0,171.0,27.3,6.7,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-15 00:00:29.259447,NDS004,652.0,47.7,97.0,271.0,265.0,28.0,8.6,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-15 00:00:26.070287,NDS011,1906.0,83.0,359.0,876.0,875.0,27.7,7.2,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-15 00:00:23.520076,NDS016,846.0,29.8,138.0,365.0,360.0,28.5,6.6,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-15 00:00:01.699885,NDS015,832.0,27.6,135.0,358.0,353.0,28.1,5.2,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-15 00:00:00.380059,NDS005,893.0,50.0,147.0,387.0,382.0,27.8,7.8,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-14 00:00:17.802335,NDS006,1435.0,65.8,261.0,649.0,646.0,27.1,7.7,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-14 00:00:17.592550,NDS005,882.0,47.0,145.0,382.0,377.0,27.1,7.2,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-14 00:00:12.672220,NDS012,459.0,31.6,57.0,178.0,171.0,26.7,6.8,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-14 00:00:10.422114,NDS016,866.0,33.9,142.0,374.0,369.0,27.7,5.0,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-14 00:00:07.862493,NDS011,1894.0,88.5,356.0,870.0,869.0,27.1,7.1,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-14 00:00:05.741768,NDS004,633.0,46.3,93.0,262.0,256.0,27.3,8.5,1.0 : 2.8 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-14 00:00:02.942017,NDS015,819.0,27.7,132.0,352.0,346.0,27.4,5.1,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-13 00:00:30.229590,NDS015,832.0,29.4,135.0,358.0,353.0,27.6,5.1,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-13 00:00:25.709118,NDS006,1435.0,69.9,261.0,649.0,646.0,27.4,7.7,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-13 00:00:21.517260,NDS016,870.0,35.6,143.0,376.0,371.0,28.0,6.6,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-13 00:00:19.467020,NDS005,877.0,50.0,144.0,380.0,375.0,27.4,7.6,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-13 00:00:11.160152,NDS004,636.0,45.1,94.0,263.0,258.0,27.5,8.5,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-13 00:00:08.515852,NDS011,1903.0,85.2,358.0,875.0,874.0,27.4,7.1,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-13 00:00:02.089937,NDS012,462.0,27.8,57.0,180.0,173.0,26.9,7.0,1.0 : 3.2 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-12 00:00:30.288845,NDS012,460.0,27.9,57.0,179.0,172.0,27.3,7.0,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-12 00:00:29.058612,NDS006,1441.0,68.1,262.0,652.0,649.0,27.8,7.7,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-12 00:00:28.658755,NDS016,883.0,31.6,145.0,383.0,378.0,28.4,5.2,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-12 00:00:09.318436,NDS015,899.0,28.2,149.0,390.0,385.0,28.1,5.2,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-12 00:00:04.388517,NDS005,881.0,49.1,145.0,382.0,377.0,27.9,6.9,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-12 00:00:04.186446,NDS004,628.0,46.0,92.0,260.0,254.0,28.0,8.5,1.0 : 2.8 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-12 00:00:01.719708,NDS011,1906.0,84.1,359.0,876.0,875.0,27.6,6.9,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-11 00:00:27.375693,NDS004,638.0,47.7,94.0,264.0,258.0,27.4,8.6,1.0 : 2.8 : 2.7,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-11 00:00:21.646178,NDS006,1410.0,69.4,255.0,637.0,634.0,27.1,7.4,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-11 00:00:19.805579,NDS011,1906.0,89.6,359.0,876.0,875.0,27.0,6.7,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-11 00:00:19.495886,NDS016,829.0,36.5,134.0,357.0,351.0,27.7,6.0,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-11 00:00:15.495671,NDS015,900.0,31.3,149.0,391.0,386.0,27.4,5.2,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-11 00:00:10.292820,NDS005,849.0,43.3,138.0,366.0,361.0,27.3,5.5,1.0 : 2.7 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-11 00:00:09.155862,NDS012,455.0,29.1,56.0,176.0,170.0,26.7,7.2,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-10 00:00:22.946020,NDS012,448.0,29.8,55.0,173.0,166.0,26.4,7.3,1.0 : 3.1 : 3.0,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-10 00:00:22.646177,NDS011,1882.0,85.8,354.0,864.0,863.0,26.9,7.1,1.0 : 2.4 : 2.4,Optimal,Optimal,Optimal,Invalid,Optimal NPK,,None
2024-12-10 00:00:10.352092,NDS005,862.0,45.1,141.0,372.0,367.0,26.9,6.1,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-10 00:00:09.836154,NDS006,1390.0,71.0,251.0,627.0,624.0,26.7,7.0,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,,None
2024-12-10 00:00:08.394642,NDS015,900.0,30.4,149.0,391.0,386.0,27.0,5.3,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-10 00:00:08.305031,NDS016,853.0,34.9,139.0,368.0,363.0,27.3,6.2,1.0 : 2.6 : 2.6,High,High,High,Invalid,Not Done Composting,,None
2024-12-10 00:00:03.186116,NDS004,639.0,50.2,94.0,265.0,259.0,26.9,8.4,1.0 : 2.8 : 2.8,Low,Low,Low,Invalid,Not Done Composting,,None
2024-12-09 00:00:22.844656,NDS006,1412.0,70.6,256.0,638.0,635.0,27.4,6.5,1.0 : 2.5 : 2.5,High,Optimal,Optimal,Invalid,Not Done Composting,"100g of distilled water, 2g of dried chye sim",Green
